Age,Activity,Value,Time,datetime,Time_lag,Density
15-24 anni,tempo libero,276.69,16:20:00,16:20:00,15:40:00,0.009961524157479137
15-24 anni,tempo libero,342.79,16:30:00,16:30:00,15:50:00,0.012341287599632343
15-24 anni,tempo libero,503.37,16:40:00,16:40:00,16:00:00,0.018122564657740696
15-24 anni,tempo libero,337.77,16:50:00,16:50:00,16:10:00,0.012160555186930239
15-24 anni,tempo libero,287.0,17:00:00,17:00:00,16:20:00,0.010332709650498796
15-24 anni,tempo libero,297.84,17:10:00,17:10:00,16:30:00,0.010722976454022861
15-24 anni,tempo libero,306.36,17:20:00,17:20:00,16:40:00,0.011029717520999342
15-24 anni,tempo libero,353.13000000000005,17:30:00,17:30:00,16:50:00,0.0127135531668315
15-24 anni,tempo libero,553.2,17:40:00,17:40:00,17:00:00,0.019916567869881305
15-24 anni,tempo libero,444.25999999999993,17:50:00,17:50:00,17:10:00,0.01599445849940974
15-24 anni,tempo libero,421.40000000000003,18:00:00,18:00:00,17:20:00,0.01517144197463482
15-24 anni,tempo libero,502.95,18:10:00,18:10:00,17:30:00,0.018107443619227767
15-24 anni,tempo libero,486.09000000000003,18:20:00,18:20:00,17:40:00,0.017500441930351777
15-24 anni,tempo libero,595.0,18:30:00,18:30:00,17:50:00,0.021421471226643847
15-24 anni,tempo libero,931.47,18:40:00,18:40:00,18:00:00,0.03353522319912932
15-24 anni,tempo libero,662.86,18:50:00,18:50:00,18:10:00,0.02386459902066074
15-24 anni,tempo libero,577.85,19:00:00,19:00:00,18:20:00,0.020804028820699406
15-24 anni,tempo libero,604.52,19:10:00,19:10:00,18:30:00,0.02176421476627015
15-24 anni,tempo libero,557.96,19:20:00,19:20:00,18:40:00,0.020087939639694456
15-24 anni,tempo libero,592.11,19:30:00,19:30:00,18:50:00,0.021317424080685862
15-24 anni,tempo libero,744.15,19:40:00,19:40:00,19:00:00,0.026791240022364736
15-24 anni,tempo libero,437.40000000000003,19:50:00,19:50:00,19:10:00,0.015747481537031965
15-24 anni,tempo libero,343.74,20:00:00,20:00:00,19:20:00,0.012375489948649674
15-24 anni,tempo libero,334.0,20:10:00,20:10:00,19:30:00,0.012024825865040412
15-24 anni,tempo libero,311.59999999999997,20:20:00,20:20:00,19:40:00,0.011218370477684406
15-24 anni,tempo libero,373.52000000000004,20:30:00,20:30:00,19:50:00,0.013447643584161362
15-24 anni,tempo libero,449.28000000000003,20:40:00,20:40:00,20:00:00,0.016175190912111847
15-24 anni,tempo libero,354.38000000000005,20:50:00,20:50:00,20:10:00,0.012758556257643777
15-24 anni,tempo libero,416.52,21:00:00,21:00:00,20:20:00,0.014995749908103689
15-24 anni,tempo libero,447.1,21:10:00,21:10:00,20:30:00,0.016096705521735234
15-24 anni,tempo libero,338.4,21:20:00,21:20:00,20:40:00,0.012183236744699625
15-24 anni,tempo libero,405.9,21:30:00,21:30:00,20:50:00,0.014613403648562583
15-24 anni,tempo libero,613.6999999999999,21:40:00,21:40:00,21:00:00,0.022094717465195507
15-24 anni,tempo libero,369.93000000000006,21:50:00,21:50:00,21:10:00,0.013318394707348503
15-24 anni,tempo libero,321.2,22:00:00,22:00:00,21:20:00,0.011563994215122695
15-24 anni,tempo libero,408.7,22:10:00,22:10:00,21:30:00,0.014714210571982083
15-24 anni,tempo libero,324.36,22:20:00,22:20:00,21:40:00,0.011677762028696132
15-24 anni,tempo libero,396.64000000000004,22:30:00,22:30:00,21:50:00,0.014280020751825237
15-24 anni,tempo libero,540.9599999999999,22:40:00,22:40:00,22:00:00,0.019475897604647484
15-24 anni,tempo libero,334.18,22:50:00,22:50:00,22:10:00,0.01203130631011738
15-24 anni,tempo libero,234.84000000000003,23:00:00,23:00:00,22:20:00,0.008454820677084104
15-24 anni,tempo libero,213.3,23:10:00,23:10:00,22:30:00,0.007679327416206946
25-44 anni,"dormire, mangiare e altra cura della persona",93.1,06:00:00,06:00:00,05:20:00,0.004399960679191352
25-44 anni,"dormire, mangiare e altra cura della persona",138.75,06:10:00,06:10:00,05:30:00,0.0065574064902019355
25-44 anni,"dormire, mangiare e altra cura della persona",144.96,06:20:00,06:20:00,05:40:00,0.006850894737439082
25-44 anni,"dormire, mangiare e altra cura della persona",158.94,06:30:00,06:30:00,05:50:00,0.007511597748127536
25-44 anni,"dormire, mangiare e altra cura della persona",137.44000000000003,06:40:00,06:40:00,06:00:00,0.006495495120816967
25-44 anni,"dormire, mangiare e altra cura della persona",149.57999999999998,06:50:00,06:50:00,06:10:00,0.0070692386508425615
25-44 anni,"dormire, mangiare e altra cura della persona",209.25,07:00:00,07:00:00,06:20:00,0.00988927789603427
25-44 anni,"dormire, mangiare e altra cura della persona",257.25,07:10:00,07:10:00,06:30:00,0.012157786087239265
25-44 anni,"dormire, mangiare e altra cura della persona",294.12,07:20:00,07:20:00,06:40:00,0.0139002839416086
25-44 anni,"dormire, mangiare e altra cura della persona",353.36,07:30:00,07:30:00,06:50:00,0.016700001134254096
25-44 anni,"dormire, mangiare e altra cura della persona",310.58,07:40:00,07:40:00,07:00:00,0.014678193208842645
25-44 anni,"dormire, mangiare e altra cura della persona",330.75,07:50:00,07:50:00,07:10:00,0.01563143925502191
25-44 anni,"dormire, mangiare e altra cura della persona",367.2,08:00:00,08:00:00,07:20:00,0.017354087662718204
25-44 anni,"dormire, mangiare e altra cura della persona",461.16999999999996,08:10:00,08:10:00,07:30:00,0.021795165052875144
25-44 anni,"dormire, mangiare e altra cura della persona",554.13,08:20:00,08:20:00,07:40:00,0.02618850924984215
25-44 anni,"dormire, mangiare e altra cura della persona",592.35,08:30:00,08:30:00,07:50:00,0.027994808897089128
25-44 anni,"dormire, mangiare e altra cura della persona",469.53,08:40:00,08:40:00,08:00:00,0.022190263562843347
25-44 anni,"dormire, mangiare e altra cura della persona",419.78,08:50:00,08:50:00,08:10:00,0.019839049343834004
25-44 anni,"dormire, mangiare e altra cura della persona",348.3,09:00:00,09:00:00,08:20:00,0.016460862562431237
25-44 anni,"dormire, mangiare e altra cura della persona",290.4,09:10:00,09:10:00,08:30:00,0.013724474556790212
25-44 anni,"dormire, mangiare e altra cura della persona",257.59999999999997,09:20:00,09:20:00,08:40:00,0.012174327292800132
25-44 anni,"dormire, mangiare e altra cura della persona",224.39999999999998,09:30:00,09:30:00,08:50:00,0.010605275793883345
25-44 anni,"dormire, mangiare e altra cura della persona",156.24,09:40:00,09:40:00,09:00:00,0.007383994162372256
25-44 anni,"dormire, mangiare e altra cura della persona",119.70000000000002,09:50:00,09:50:00,09:10:00,0.0056570923018174546
25-44 anni,"dormire, mangiare e altra cura della persona",91.08,10:00:00,10:00:00,09:20:00,0.0043044942928114754
25-44 anni,"dormire, mangiare e altra cura della persona",87.10000000000001,10:10:00,10:10:00,09:30:00,0.004116397155290729
25-44 anni,"dormire, mangiare e altra cura della persona",81.89999999999999,10:20:00,10:20:00,09:40:00,0.00387064210124352
25-44 anni,"dormire, mangiare e altra cura della persona",85.05,10:30:00,10:30:00,09:50:00,0.004019512951291348
25-44 anni,"dormire, mangiare e altra cura della persona",84.60000000000001,10:40:00,10:40:00,10:00:00,0.003998245686998802
25-44 anni,"dormire, mangiare e altra cura della persona",46.98,10:50:00,10:50:00,10:10:00,0.0022203023921418875
25-44 anni,"dormire, mangiare e altra cura della persona",44.0,11:00:00,11:00:00,10:20:00,0.002079465841937911
25-44 anni,"dormire, mangiare e altra cura della persona",43.68,11:10:00,11:10:00,10:30:00,0.0020643424539965446
25-44 anni,"dormire, mangiare e altra cura della persona",34.17,11:20:00,11:20:00,10:40:00,0.001614894268614055
25-44 anni,"dormire, mangiare e altra cura della persona",38.400000000000006,11:30:00,11:30:00,10:50:00,0.0018148065529639953
25-44 anni,"dormire, mangiare e altra cura della persona",47.12,11:40:00,11:40:00,11:00:00,0.0022269188743662357
25-44 anni,"dormire, mangiare e altra cura della persona",35.88,11:50:00,11:50:00,11:10:00,0.001695709872925733
25-44 anni,"dormire, mangiare e altra cura della persona",72.8,12:00:00,12:00:00,11:20:00,0.003440570756660907
25-44 anni,"dormire, mangiare e altra cura della persona",98.03999999999999,12:10:00,12:10:00,11:30:00,0.0046334279805362
25-44 anni,"dormire, mangiare e altra cura della persona",111.15,12:20:00,12:20:00,11:40:00,0.0052530142802590645
25-44 anni,"dormire, mangiare e altra cura della persona",159.39000000000001,12:30:00,12:30:00,11:50:00,0.007532865012420084
25-44 anni,"dormire, mangiare e altra cura della persona",282.72,12:40:00,12:40:00,12:00:00,0.013361513246197415
25-44 anni,"dormire, mangiare e altra cura della persona",229.89000000000001,12:50:00,12:50:00,12:10:00,0.010864736418252419
25-44 anni,"dormire, mangiare e altra cura della persona",290.25,13:00:00,13:00:00,12:20:00,0.013717385468692698
25-44 anni,"dormire, mangiare e altra cura della persona",398.05,13:10:00,13:10:00,12:30:00,0.01881207678144058
25-44 anni,"dormire, mangiare e altra cura della persona",394.27,13:20:00,13:20:00,12:40:00,0.018633431761383185
25-44 anni,"dormire, mangiare e altra cura della persona",453.20000000000005,13:30:00,13:30:00,12:50:00,0.021418498171960485
25-44 anni,"dormire, mangiare e altra cura della persona",589.36,13:40:00,13:40:00,13:00:00,0.027853499741011985
25-44 anni,"dormire, mangiare e altra cura della persona",386.12,13:50:00,13:50:00,13:10:00,0.018248257974751506
25-44 anni,"dormire, mangiare e altra cura della persona",188.70000000000002,14:00:00,14:00:00,13:20:00,0.008918072826674632
25-44 anni,"dormire, mangiare e altra cura della persona",170.39999999999998,14:10:00,14:10:00,13:30:00,0.008053204078777727
25-44 anni,"dormire, mangiare e altra cura della persona",142.35,14:20:00,14:20:00,13:40:00,0.00672754460454231
25-44 anni,"dormire, mangiare e altra cura della persona",132.75,14:30:00,14:30:00,13:50:00,0.0062738429663013115
25-44 anni,"dormire, mangiare e altra cura della persona",146.51000000000002,14:40:00,14:40:00,14:00:00,0.006924148647780077
25-44 anni,"dormire, mangiare e altra cura della persona",102.81,14:50:00,14:50:00,14:10:00,0.004858860982037196
25-44 anni,"dormire, mangiare e altra cura della persona",71.28,15:00:00,15:00:00,14:20:00,0.003368734663939416
25-44 anni,"dormire, mangiare e altra cura della persona",67.84,15:10:00,15:10:00,14:30:00,0.003206158243569725
25-44 anni,"dormire, mangiare e altra cura della persona",58.800000000000004,15:20:00,15:20:00,14:40:00,0.002778922534226118
25-44 anni,"dormire, mangiare e altra cura della persona",63.05,15:30:00,15:30:00,14:50:00,0.002979780030322393
25-44 anni,"dormire, mangiare e altra cura della persona",83.7,15:40:00,15:40:00,15:00:00,0.003955711158413708
25-44 anni,"dormire, mangiare e altra cura della persona",56.58,15:50:00,15:50:00,15:10:00,0.0026740040303828865
25-44 anni,"dormire, mangiare e altra cura della persona",67.45,16:00:00,16:00:00,15:20:00,0.003187726614516184
25-44 anni,"dormire, mangiare e altra cura della persona",63.699999999999996,16:10:00,16:10:00,15:30:00,0.0030104994120782936
25-44 anni,"dormire, mangiare e altra cura della persona",60.75,16:20:00,16:20:00,15:40:00,0.0028710806794938204
25-44 anni,"dormire, mangiare e altra cura della persona",67.64,16:30:00,16:30:00,15:50:00,0.0031967061261063707
25-44 anni,"dormire, mangiare e altra cura della persona",95.75999999999999,16:40:00,16:40:00,16:00:00,0.004525673841453962
25-44 anni,"dormire, mangiare e altra cura della persona",70.68,16:50:00,16:50:00,16:10:00,0.0033403783115493538
25-44 anni,"dormire, mangiare e altra cura della persona",75.33,17:00:00,17:00:00,16:20:00,0.003560140042572337
25-44 anni,"dormire, mangiare e altra cura della persona",72.8,17:10:00,17:10:00,16:30:00,0.003440570756660907
25-44 anni,"dormire, mangiare e altra cura della persona",61.620000000000005,17:20:00,17:20:00,16:40:00,0.002912197390459411
25-44 anni,"dormire, mangiare e altra cura della persona",62.900000000000006,17:30:00,17:30:00,16:50:00,0.0029726909422248776
25-44 anni,"dormire, mangiare e altra cura della persona",95.2,17:40:00,17:40:00,17:00:00,0.004499207912556571
25-44 anni,"dormire, mangiare e altra cura della persona",78.66000000000001,17:50:00,17:50:00,17:10:00,0.003717517798337184
25-44 anni,"dormire, mangiare e altra cura della persona",76.23,18:00:00,18:00:00,17:20:00,0.003602674571157431
25-44 anni,"dormire, mangiare e altra cura della persona",91.25999999999999,18:10:00,18:10:00,17:30:00,0.004313001198528494
25-44 anni,"dormire, mangiare e altra cura della persona",87.48,18:20:00,18:20:00,17:40:00,0.004134356178471101
25-44 anni,"dormire, mangiare e altra cura della persona",112.23999999999998,18:30:00,18:30:00,17:50:00,0.005304528320434343
25-44 anni,"dormire, mangiare e altra cura della persona",169.92,18:40:00,18:40:00,18:00:00,0.008030518996865677
25-44 anni,"dormire, mangiare e altra cura della persona",160.95,18:50:00,18:50:00,18:10:00,0.007606591528634244
25-44 anni,"dormire, mangiare e altra cura della persona",225.28000000000003,19:00:00,19:00:00,18:20:00,0.010646865110722105
25-44 anni,"dormire, mangiare e altra cura della persona",285.42,19:10:00,19:10:00,18:30:00,0.013489116831952695
25-44 anni,"dormire, mangiare e altra cura della persona",288.92,19:20:00,19:20:00,18:40:00,0.013654528887561393
25-44 anni,"dormire, mangiare e altra cura della persona",386.40000000000003,19:30:00,19:30:00,18:50:00,0.018261490939200202
25-44 anni,"dormire, mangiare e altra cura della persona",546.62,19:40:00,19:40:00,19:00:00,0.025833582239093204
25-44 anni,"dormire, mangiare e altra cura della persona",452.79,19:50:00,19:50:00,19:10:00,0.02139912133116061
25-44 anni,"dormire, mangiare e altra cura della persona",450.16999999999996,20:00:00,20:00:00,19:20:00,0.021275298592390666
25-44 anni,"dormire, mangiare e altra cura della persona",495.90000000000003,20:10:00,20:10:00,19:30:00,0.023436525250386593
25-44 anni,"dormire, mangiare e altra cura della persona",445.5,20:20:00,20:20:00,19:40:00,0.02105459164962135
25-44 anni,"dormire, mangiare e altra cura della persona",411.34999999999997,20:30:00,20:30:00,19:50:00,0.01944064259275363
25-44 anni,"dormire, mangiare e altra cura della persona",467.31,20:40:00,20:40:00,20:00:00,0.02208534505900012
25-44 anni,"dormire, mangiare e altra cura della persona",320.76,20:50:00,20:50:00,20:10:00,0.015159305987727372
25-44 anni,"dormire, mangiare e altra cura della persona",203.06,21:00:00,21:00:00,20:20:00,0.00959673486054346
25-44 anni,"dormire, mangiare e altra cura della persona",182.91,21:10:00,21:10:00,20:30:00,0.00864443402611053
25-44 anni,"dormire, mangiare e altra cura della persona",154.2,21:20:00,21:20:00,20:40:00,0.007287582564246042
25-44 anni,"dormire, mangiare e altra cura della persona",129.25,21:30:00,21:30:00,20:50:00,0.006108430910692614
25-44 anni,"dormire, mangiare e altra cura della persona",154.56,21:40:00,21:40:00,21:00:00,0.00730459637568008
25-44 anni,"dormire, mangiare e altra cura della persona",130.91,21:50:00,21:50:00,21:10:00,0.006186883485638453
25-44 anni,"dormire, mangiare e altra cura della persona",135.45,22:00:00,22:00:00,21:20:00,0.006401446552056591
25-44 anni,"dormire, mangiare e altra cura della persona",136.74,22:10:00,22:10:00,21:30:00,0.006462412709695227
25-44 anni,"dormire, mangiare e altra cura della persona",146.96,22:20:00,22:20:00,21:40:00,0.006945415912072623
25-44 anni,"dormire, mangiare e altra cura della persona",171.12,22:30:00,22:30:00,21:50:00,0.008087231701645803
25-44 anni,"dormire, mangiare e altra cura della persona",255.36,22:40:00,22:40:00,22:00:00,0.012068463577210567
25-44 anni,"dormire, mangiare e altra cura della persona",205.62,22:50:00,22:50:00,22:10:00,0.009717721964074392
25-44 anni,"dormire, mangiare e altra cura della persona",253.7,23:00:00,23:00:00,22:20:00,0.011990011002264727
25-44 anni,"dormire, mangiare e altra cura della persona",243.6,23:10:00,23:10:00,22:30:00,0.011512679070365343
25-44 anni,istruzione e formazione,0.0,06:00:00,06:00:00,05:20:00,0.0
25-44 anni,istruzione e formazione,0.0,06:10:00,06:10:00,05:30:00,0.0
25-44 anni,istruzione e formazione,0.0,06:20:00,06:20:00,05:40:00,0.0
25-44 anni,istruzione e formazione,0.0,06:30:00,06:30:00,05:50:00,0.0
25-44 anni,istruzione e formazione,0.0,06:40:00,06:40:00,06:00:00,0.0
25-44 anni,istruzione e formazione,0.0,06:50:00,06:50:00,06:10:00,0.0
25-44 anni,istruzione e formazione,0.0,07:00:00,07:00:00,06:20:00,0.0
25-44 anni,istruzione e formazione,0.0,07:10:00,07:10:00,06:30:00,0.0
25-44 anni,istruzione e formazione,0.0,07:20:00,07:20:00,06:40:00,0.0
25-44 anni,istruzione e formazione,0.0,07:30:00,07:30:00,06:50:00,0.0
25-44 anni,istruzione e formazione,0.0,07:40:00,07:40:00,07:00:00,0.0
25-44 anni,istruzione e formazione,0.63,07:50:00,07:50:00,07:10:00,0.0005047793793617345
25-44 anni,istruzione e formazione,1.6,08:00:00,08:00:00,07:20:00,0.0012819793761567862
25-44 anni,istruzione e formazione,3.2099999999999995,08:10:00,08:10:00,07:30:00,0.0025719711234145517
25-44 anni,istruzione e formazione,7.05,08:20:00,08:20:00,07:40:00,0.0056487216261908385
25-44 anni,istruzione e formazione,11.549999999999999,08:30:00,08:30:00,07:50:00,0.0092542886216318
25-44 anni,istruzione e formazione,9.87,08:40:00,08:40:00,08:00:00,0.007908210276667174
25-44 anni,istruzione e formazione,11.120000000000001,08:50:00,08:50:00,08:10:00,0.008909756664289665
25-44 anni,istruzione e formazione,20.25,09:00:00,09:00:00,08:20:00,0.016225051479484325
25-44 anni,istruzione e formazione,20.4,09:10:00,09:10:00,08:30:00,0.016345237045999023
25-44 anni,istruzione e formazione,21.849999999999998,09:20:00,09:20:00,08:40:00,0.01750703085564111
25-44 anni,istruzione e formazione,23.1,09:30:00,09:30:00,08:50:00,0.018508577243263602
25-44 anni,istruzione e formazione,19.32,09:40:00,09:40:00,09:00:00,0.015479900967093193
25-44 anni,istruzione e formazione,16.099999999999998,09:50:00,09:50:00,09:10:00,0.01289991747257766
25-44 anni,istruzione e formazione,16.5,10:00:00,10:00:00,09:20:00,0.013220412316616857
25-44 anni,istruzione e formazione,17.42,10:10:00,10:10:00,09:30:00,0.01395755045790701
25-44 anni,istruzione e formazione,18.2,10:20:00,10:20:00,09:40:00,0.014582515403783441
25-44 anni,istruzione e formazione,21.87,10:30:00,10:30:00,09:50:00,0.017523055597843073
25-44 anni,istruzione e formazione,25.2,10:40:00,10:40:00,10:00:00,0.020191175174469382
25-44 anni,istruzione e formazione,15.12,10:50:00,10:50:00,10:10:00,0.012114705104681628
25-44 anni,istruzione e formazione,14.3,11:00:00,11:00:00,10:20:00,0.011457690674401277
25-44 anni,istruzione e formazione,15.12,11:10:00,11:10:00,10:30:00,0.012114705104681628
25-44 anni,istruzione e formazione,14.279999999999998,11:20:00,11:20:00,10:40:00,0.011441665932199314
25-44 anni,istruzione e formazione,16.799999999999997,11:30:00,11:30:00,10:50:00,0.013460783449646253
25-44 anni,istruzione e formazione,22.04,11:40:00,11:40:00,11:00:00,0.017659265906559727
25-44 anni,istruzione e formazione,15.600000000000001,11:50:00,11:50:00,11:10:00,0.012499298917528667
25-44 anni,istruzione e formazione,13.520000000000001,12:00:00,12:00:00,11:20:00,0.010832725728524844
25-44 anni,istruzione e formazione,14.25,12:10:00,12:10:00,11:30:00,0.011417628818896377
25-44 anni,istruzione e formazione,14.25,12:20:00,12:20:00,11:40:00,0.011417628818896377
25-44 anni,istruzione e formazione,15.180000000000001,12:30:00,12:30:00,11:50:00,0.01216277933128751
25-44 anni,istruzione e formazione,26.22,12:40:00,12:40:00,12:00:00,0.02100843702676933
25-44 anni,istruzione e formazione,17.380000000000003,12:50:00,12:50:00,12:10:00,0.013925500973503091
25-44 anni,istruzione e formazione,7.5,13:00:00,13:00:00,12:20:00,0.006009278325734935
25-44 anni,istruzione e formazione,8.55,13:10:00,13:10:00,12:30:00,0.006850577291337826
25-44 anni,istruzione e formazione,8.01,13:20:00,13:20:00,12:40:00,0.006417909251884911
25-44 anni,istruzione e formazione,8.24,13:30:00,13:30:00,12:50:00,0.006602193787207449
25-44 anni,istruzione e formazione,11.120000000000001,13:40:00,13:40:00,13:00:00,0.008909756664289665
25-44 anni,istruzione e formazione,6.86,13:50:00,13:50:00,13:10:00,0.0054964865752722206
25-44 anni,istruzione e formazione,8.88,14:00:00,14:00:00,13:20:00,0.0071149855376701635
25-44 anni,istruzione e formazione,9.94,14:10:00,14:10:00,13:30:00,0.007964296874374034
25-44 anni,istruzione e formazione,9.1,14:20:00,14:20:00,13:40:00,0.007291257701891721
25-44 anni,istruzione e formazione,12.0,14:30:00,14:30:00,13:50:00,0.009614845321175895
25-44 anni,istruzione e formazione,15.469999999999999,14:40:00,14:40:00,14:00:00,0.012395138093215925
25-44 anni,istruzione e formazione,12.420000000000002,14:50:00,14:50:00,14:10:00,0.009951364907417054
25-44 anni,istruzione e formazione,14.52,15:00:00,15:00:00,14:20:00,0.011633962838622834
25-44 anni,istruzione e formazione,15.36,15:10:00,15:10:00,14:30:00,0.012307002011105147
25-44 anni,istruzione e formazione,14.399999999999999,15:20:00,15:20:00,14:40:00,0.011537814385411075
25-44 anni,istruzione e formazione,16.25,15:30:00,15:30:00,14:50:00,0.01302010303909236
25-44 anni,istruzione e formazione,22.32,15:40:00,15:40:00,15:00:00,0.017883612297387167
25-44 anni,istruzione e formazione,16.56,15:50:00,15:50:00,15:10:00,0.013268486543222735
25-44 anni,istruzione e formazione,17.04,16:00:00,16:00:00,15:20:00,0.013653080356069772
25-44 anni,istruzione e formazione,17.5,16:10:00,16:10:00,15:30:00,0.014021649426714848
25-44 anni,istruzione e formazione,19.5,16:20:00,16:20:00,15:40:00,0.01562412364691083
25-44 anni,istruzione e formazione,23.14,16:30:00,16:30:00,15:50:00,0.01854062672766752
25-44 anni,istruzione e formazione,34.02,16:40:00,16:40:00,16:00:00,0.027258086485533666
25-44 anni,istruzione e formazione,25.110000000000003,16:50:00,16:50:00,16:10:00,0.020119063834560566
25-44 anni,istruzione e formazione,21.39,17:00:00,17:00:00,16:20:00,0.017138461784996034
25-44 anni,istruzione e formazione,20.929999999999996,17:10:00,17:10:00,16:30:00,0.016769892714350955
25-44 anni,istruzione e formazione,17.939999999999998,17:20:00,17:20:00,16:40:00,0.014374193755157963
25-44 anni,istruzione e formazione,20.4,17:30:00,17:30:00,16:50:00,0.016345237045999023
25-44 anni,istruzione e formazione,33.6,17:40:00,17:40:00,17:00:00,0.02692156689929251
25-44 anni,istruzione e formazione,27.36,17:50:00,17:50:00,17:10:00,0.021921847332281044
25-44 anni,istruzione e formazione,18.81,18:00:00,18:00:00,17:20:00,0.015071270040943215
25-44 anni,istruzione e formazione,22.229999999999997,18:10:00,18:10:00,17:30:00,0.017811500957478344
25-44 anni,istruzione e formazione,20.52,18:20:00,18:20:00,17:40:00,0.016441385499210783
25-44 anni,istruzione e formazione,20.74,18:30:00,18:30:00,17:50:00,0.016617657663432338
25-44 anni,istruzione e formazione,30.089999999999996,18:40:00,18:40:00,18:00:00,0.024109224642848558
25-44 anni,istruzione e formazione,23.200000000000003,18:50:00,18:50:00,18:10:00,0.018588700954273403
25-44 anni,istruzione e formazione,12.8,19:00:00,19:00:00,18:20:00,0.01025583500925429
25-44 anni,istruzione e formazione,14.2,19:10:00,19:10:00,18:30:00,0.011377566963391476
25-44 anni,istruzione e formazione,12.4,19:20:00,19:20:00,18:40:00,0.009935340165215092
25-44 anni,istruzione e formazione,12.6,19:30:00,19:30:00,18:50:00,0.010095587587234691
25-44 anni,istruzione e formazione,18.1,19:40:00,19:40:00,19:00:00,0.014502391692773644
25-44 anni,istruzione e formazione,11.610000000000001,19:50:00,19:50:00,19:10:00,0.009302362848237681
25-44 anni,istruzione e formazione,6.54,20:00:00,20:00:00,19:20:00,0.005240090700040863
25-44 anni,istruzione e formazione,5.7,20:10:00,20:10:00,19:30:00,0.004567051527558551
25-44 anni,istruzione e formazione,4.95,20:20:00,20:20:00,19:40:00,0.003966123694985058
25-44 anni,istruzione e formazione,3.8000000000000003,20:30:00,20:30:00,19:50:00,0.0030447010183723673
25-44 anni,istruzione e formazione,4.44,20:40:00,20:40:00,20:00:00,0.0035574927688350817
25-44 anni,istruzione e formazione,3.24,20:50:00,20:50:00,20:10:00,0.0025960082367174923
25-44 anni,istruzione e formazione,2.84,21:00:00,21:00:00,20:20:00,0.002275513392678295
25-44 anni,istruzione e formazione,2.68,21:10:00,21:10:00,20:30:00,0.002147315455062617
25-44 anni,istruzione e formazione,2.4000000000000004,21:20:00,21:20:00,20:40:00,0.0019229690642351795
25-44 anni,istruzione e formazione,2.2,21:30:00,21:30:00,20:50:00,0.0017627216422155811
25-44 anni,istruzione e formazione,2.7600000000000002,21:40:00,21:40:00,21:00:00,0.002211414423870456
25-44 anni,istruzione e formazione,2.12,21:50:00,21:50:00,21:10:00,0.0016986226734077418
25-44 anni,istruzione e formazione,1.72,22:00:00,22:00:00,21:20:00,0.001378127829368545
25-44 anni,istruzione e formazione,1.72,22:10:00,22:10:00,21:30:00,0.001378127829368545
25-44 anni,istruzione e formazione,1.7600000000000002,22:20:00,22:20:00,21:40:00,0.001410177313772465
25-44 anni,istruzione e formazione,1.38,22:30:00,22:30:00,21:50:00,0.0011057072119352279
25-44 anni,istruzione e formazione,1.92,22:40:00,22:40:00,22:00:00,0.0015383752513881434
25-44 anni,istruzione e formazione,1.38,22:50:00,22:50:00,22:10:00,0.0011057072119352279
25-44 anni,istruzione e formazione,1.2899999999999998,23:00:00,23:00:00,22:20:00,0.0010335958720264088
25-44 anni,istruzione e formazione,1.2,23:10:00,23:10:00,22:30:00,0.0009614845321175895
25-44 anni,lavoro familiare,1.7,06:00:00,06:00:00,05:20:00,0.00010163561598955426
25-44 anni,lavoro familiare,2.8499999999999996,06:10:00,06:10:00,05:30:00,0.00017038912092366448
25-44 anni,lavoro familiare,4.16,06:20:00,06:20:00,05:40:00,0.00024870833089208575
25-44 anni,lavoro familiare,6.12,06:30:00,06:30:00,05:50:00,0.0003658882175623953
25-44 anni,lavoro familiare,7.040000000000001,06:40:00,06:40:00,06:00:00,0.0004208910215096836
25-44 anni,lavoro familiare,9.9,06:50:00,06:50:00,06:10:00,0.0005918779989979925
25-44 anni,lavoro familiare,22.410000000000004,07:00:00,07:00:00,06:20:00,0.0013397965613681831
25-44 anni,lavoro familiare,37.449999999999996,07:10:00,07:10:00,06:30:00,0.0022389728345934157
25-44 anni,lavoro familiare,53.32,07:20:00,07:20:00,06:40:00,0.003187771202684137
25-44 anni,lavoro familiare,73.91999999999999,07:30:00,07:30:00,06:50:00,0.004419355725851676
25-44 anni,lavoro familiare,66.78,07:40:00,07:40:00,07:00:00,0.003992486138695549
25-44 anni,lavoro familiare,80.00999999999999,07:50:00,07:50:00,07:10:00,0.004783450373720139
25-44 anni,lavoro familiare,105.6,08:00:00,08:00:00,07:20:00,0.006313365322645252
25-44 anni,lavoro familiare,146.58999999999997,08:10:00,08:10:00,07:30:00,0.008763979381122798
25-44 anni,lavoro familiare,208.68,08:20:00,08:20:00,07:40:00,0.012476070791000108
25-44 anni,lavoro familiare,255.75,08:30:00,08:30:00,07:50:00,0.015290181640781471
25-44 anni,lavoro familiare,231.23999999999998,08:40:00,08:40:00,08:00:00,0.013824835200837956
25-44 anni,lavoro familiare,236.3,08:50:00,08:50:00,08:10:00,0.014127350622548043
25-44 anni,lavoro familiare,261.9,09:00:00,09:00:00,08:20:00,0.0156578634280378
25-44 anni,lavoro familiare,238.79999999999998,09:10:00,09:10:00,08:30:00,0.01427681476370915
25-44 anni,lavoro familiare,238.04999999999998,09:20:00,09:20:00,08:40:00,0.014231975521360818
25-44 anni,lavoro familiare,233.2,09:30:00,09:30:00,08:50:00,0.013942015087508267
25-44 anni,lavoro familiare,183.96,09:40:00,09:40:00,09:00:00,0.01099816936319906
