Age,Activity,Value,Time,datetime,Time_lag,Density
15-24 anni,"dormire, mangiare e altra cura della persona",39.2,06:00:00,06:00:00,05:20:00,0.0015167519839657648
15-24 anni,"dormire, mangiare e altra cura della persona",48.85,06:10:00,06:10:00,05:30:00,0.0018901360820593777
15-24 anni,"dormire, mangiare e altra cura della persona",58.25999999999999,06:20:00,06:20:00,05:40:00,0.002254233943516465
15-24 anni,"dormire, mangiare e altra cura della persona",67.13,06:30:00,06:30:00,05:50:00,0.0025974377725413718
15-24 anni,"dormire, mangiare e altra cura della persona",65.8,06:40:00,06:40:00,06:00:00,0.0025459765445139623
15-24 anni,"dormire, mangiare e altra cura della persona",90.4,06:50:00,06:50:00,06:10:00,0.003497815799757784
15-24 anni,"dormire, mangiare e altra cura della persona",95.59000000000002,07:00:00,07:00:00,06:20:00,0.0036986306670226394
15-24 anni,"dormire, mangiare e altra cura della persona",178.29000000000002,07:10:00,07:10:00,06:30:00,0.006898513041358577
15-24 anni,"dormire, mangiare e altra cura della persona",271.66,07:20:00,07:20:00,06:40:00,0.010511246019493358
15-24 anni,"dormire, mangiare e altra cura della persona",485.55,07:30:00,07:30:00,06:50:00,0.018787217495269824
15-24 anni,"dormire, mangiare e altra cura della persona",668.16,07:40:00,07:40:00,07:00:00,0.02585288279608585
15-24 anni,"dormire, mangiare e altra cura della persona",729.1,07:50:00,07:50:00,07:10:00,0.02821081304871018
15-24 anni,"dormire, mangiare e altra cura della persona",856.1700000000001,08:00:00,08:00:00,07:20:00,0.0331274884212237
15-24 anni,"dormire, mangiare e altra cura della persona",1054.3200000000002,08:10:00,08:10:00,07:30:00,0.04079443754425473
15-24 anni,"dormire, mangiare e altra cura della persona",1116.19,08:20:00,08:20:00,07:40:00,0.043188351963845587
15-24 anni,"dormire, mangiare e altra cura della persona",1108.8,08:30:00,08:30:00,07:50:00,0.04290241326074591
15-24 anni,"dormire, mangiare e altra cura della persona",771.2,08:40:00,08:40:00,08:00:00,0.02983977372536729
15-24 anni,"dormire, mangiare e altra cura della persona",563.64,08:50:00,08:50:00,08:10:00,0.021808726740879174
15-24 anni,"dormire, mangiare e altra cura della persona",409.45,09:00:00,09:00:00,08:20:00,0.015842706628438324
15-24 anni,"dormire, mangiare e altra cura della persona",306.36,09:10:00,09:10:00,08:30:00,0.011853881066524278
15-24 anni,"dormire, mangiare e altra cura della persona",283.23999999999995,09:20:00,09:20:00,08:40:00,0.010959306937205692
15-24 anni,"dormire, mangiare e altra cura della persona",246.55999999999997,09:30:00,09:30:00,08:50:00,0.009540060437923442
15-24 anni,"dormire, mangiare e altra cura della persona",171.5,09:40:00,09:40:00,09:00:00,0.006635789929850221
15-24 anni,"dormire, mangiare e altra cura della persona",136.5,09:50:00,09:50:00,09:10:00,0.0052815470870236445
15-24 anni,"dormire, mangiare e altra cura della persona",125.55,10:00:00,10:00:00,09:20:00,0.004857862540482188
15-24 anni,"dormire, mangiare e altra cura della persona",118.36,10:10:00,10:10:00,09:30:00,0.004579662367912957
15-24 anni,"dormire, mangiare e altra cura della persona",112.95,10:20:00,10:20:00,09:40:00,0.0043703351170646205
15-24 anni,"dormire, mangiare e altra cura della persona",107.63,10:30:00,10:30:00,09:50:00,0.004164490204954981
15-24 anni,"dormire, mangiare e altra cura della persona",90.45,10:40:00,10:40:00,10:00:00,0.0034997504323903933
15-24 anni,"dormire, mangiare e altra cura della persona",56.11000000000001,10:50:00,10:50:00,10:10:00,0.0021710447403142617
15-24 anni,"dormire, mangiare e altra cura della persona",50.82,11:00:00,11:00:00,10:20:00,0.001966360607784188
15-24 anni,"dormire, mangiare e altra cura della persona",52.910000000000004,11:10:00,11:10:00,10:30:00,0.0020472282518272608
15-24 anni,"dormire, mangiare e altra cura della persona",48.26,11:20:00,11:20:00,10:40:00,0.0018673074169945868
15-24 anni,"dormire, mangiare e altra cura della persona",49.449999999999996,11:30:00,11:30:00,10:50:00,0.0019133516736506903
15-24 anni,"dormire, mangiare e altra cura della persona",57.68,11:40:00,11:40:00,11:00:00,0.0022317922049781965
15-24 anni,"dormire, mangiare e altra cura della persona",51.0,11:50:00,11:50:00,11:10:00,0.0019733252852615814
15-24 anni,"dormire, mangiare e altra cura della persona",73.14,12:00:00,12:00:00,11:20:00,0.002829980614981021
15-24 anni,"dormire, mangiare e altra cura della persona",70.64999999999999,12:10:00,12:10:00,11:30:00,0.002733635909877073
15-24 anni,"dormire, mangiare e altra cura della persona",86.18999999999998,12:20:00,12:20:00,11:40:00,0.0033349197320920723
15-24 anni,"dormire, mangiare e altra cura della persona",108.63999999999999,12:30:00,12:30:00,11:50:00,0.00420356978413369
15-24 anni,"dormire, mangiare e altra cura della persona",140.70000000000002,12:40:00,12:40:00,12:00:00,0.005444056228162835
15-24 anni,"dormire, mangiare e altra cura della persona",129.25,12:50:00,12:50:00,12:10:00,0.005001025355295283
15-24 anni,"dormire, mangiare e altra cura della persona",182.97000000000003,13:00:00,13:00:00,12:20:00,0.007079594655770817
15-24 anni,"dormire, mangiare e altra cura della persona",267.14000000000004,13:10:00,13:10:00,12:30:00,0.01033635522950547
15-24 anni,"dormire, mangiare e altra cura della persona",269.28000000000003,13:20:00,13:20:00,12:40:00,0.010419157506181153
15-24 anni,"dormire, mangiare e altra cura della persona",361.04999999999995,13:30:00,13:30:00,12:50:00,0.013969982240072431
15-24 anni,"dormire, mangiare e altra cura della persona",660.15,13:40:00,13:40:00,13:00:00,0.025542954648341824
15-24 anni,"dormire, mangiare e altra cura della persona",601.29,13:50:00,13:50:00,13:10:00,0.023265505113234046
15-24 anni,"dormire, mangiare e altra cura della persona",454.15000000000003,14:00:00,14:00:00,13:20:00,0.017572268201991124
15-24 anni,"dormire, mangiare e altra cura della persona",455.94000000000005,14:10:00,14:10:00,13:30:00,0.017641528050238543
15-24 anni,"dormire, mangiare e altra cura della persona",423.36,14:20:00,14:20:00,13:40:00,0.01638092142683026
15-24 anni,"dormire, mangiare e altra cura della persona",351.09,14:30:00,14:30:00,13:50:00,0.01358460341965664
15-24 anni,"dormire, mangiare e altra cura della persona",363.40000000000003,14:40:00,14:40:00,14:00:00,0.014060909973805075
15-24 anni,"dormire, mangiare e altra cura della persona",265.2,14:50:00,14:50:00,14:10:00,0.010261291483360224
15-24 anni,"dormire, mangiare e altra cura della persona",163.59000000000003,15:00:00,15:00:00,14:20:00,0.006329731047371416
15-24 anni,"dormire, mangiare e altra cura della persona",114.48,15:10:00,15:10:00,14:30:00,0.004429534875622468
15-24 anni,"dormire, mangiare e altra cura della persona",85.85,15:20:00,15:20:00,14:40:00,0.0033217642301903287
15-24 anni,"dormire, mangiare e altra cura della persona",80.08,15:30:00,15:30:00,14:50:00,0.003098507624387205
15-24 anni,"dormire, mangiare e altra cura della persona",86.52000000000001,15:40:00,15:40:00,15:00:00,0.0033476883074672953
15-24 anni,"dormire, mangiare e altra cura della persona",67.94,15:50:00,15:50:00,15:10:00,0.002628778821189644
15-24 anni,"dormire, mangiare e altra cura della persona",70.52,16:00:00,16:00:00,15:20:00,0.0027286058650322887
15-24 anni,"dormire, mangiare e altra cura della persona",69.0,16:10:00,16:10:00,15:30:00,0.0026697930330009632
15-24 anni,"dormire, mangiare e altra cura della persona",67.62,16:20:00,16:20:00,15:40:00,0.0026163971723409444
15-24 anni,"dormire, mangiare e altra cura della persona",75.53,16:30:00,16:30:00,15:50:00,0.0029224560548197502
15-24 anni,"dormire, mangiare e altra cura della persona",95.2,16:40:00,16:40:00,16:00:00,0.003683540532488286
15-24 anni,"dormire, mangiare e altra cura della persona",68.85,16:50:00,16:50:00,16:10:00,0.002663989135103135
15-24 anni,"dormire, mangiare e altra cura della persona",65.8,17:00:00,17:00:00,16:20:00,0.0025459765445139623
15-24 anni,"dormire, mangiare e altra cura della persona",51.0,17:10:00,17:10:00,16:30:00,0.0019733252852615814
15-24 anni,"dormire, mangiare e altra cura della persona",48.300000000000004,17:20:00,17:20:00,16:40:00,0.0018688551231006746
15-24 anni,"dormire, mangiare e altra cura della persona",58.46000000000001,17:30:00,17:30:00,16:50:00,0.0022619724740469034
15-24 anni,"dormire, mangiare e altra cura della persona",92.4,17:40:00,17:40:00,17:00:00,0.00357520110506216
15-24 anni,"dormire, mangiare e altra cura della persona",66.92999999999999,17:50:00,17:50:00,17:10:00,0.0025896992420109343
15-24 anni,"dormire, mangiare e altra cura della persona",88.2,18:00:00,18:00:00,17:20:00,0.0034126919639229708
15-24 anni,"dormire, mangiare e altra cura della persona",95.55,18:10:00,18:10:00,17:30:00,0.003697082960916551
15-24 anni,"dormire, mangiare e altra cura della persona",82.17000000000002,18:20:00,18:20:00,17:40:00,0.0031793752684302783
15-24 anni,"dormire, mangiare e altra cura della persona",108.28999999999999,18:30:00,18:30:00,17:50:00,0.004190027355705425
15-24 anni,"dormire, mangiare e altra cura della persona",164.70000000000002,18:40:00,18:40:00,18:00:00,0.006372679891815344
15-24 anni,"dormire, mangiare e altra cura della persona",117.89999999999999,18:50:00,18:50:00,18:10:00,0.00456186374769295
15-24 anni,"dormire, mangiare e altra cura della persona",217.17000000000002,19:00:00,19:00:00,18:20:00,0.008402883376475642
15-24 anni,"dormire, mangiare e altra cura della persona",265.42999999999995,19:10:00,19:10:00,18:30:00,0.010270190793470226
15-24 anni,"dormire, mangiare e altra cura della persona",258.68,19:20:00,19:20:00,18:40:00,0.01000901538806796
15-24 anni,"dormire, mangiare e altra cura della persona",331.53,19:30:00,19:30:00,18:50:00,0.012827775133779844
15-24 anni,"dormire, mangiare e altra cura della persona",457.05,19:40:00,19:40:00,19:00:00,0.017684476894682468
15-24 anni,"dormire, mangiare e altra cura della persona",349.92,19:50:00,19:50:00,19:10:00,0.013539333016053581
15-24 anni,"dormire, mangiare e altra cura della persona",410.04,20:00:00,20:00:00,19:20:00,0.015865535293503118
15-24 anni,"dormire, mangiare e altra cura della persona",442.0,20:10:00,20:10:00,19:30:00,0.01710215247226704
15-24 anni,"dormire, mangiare e altra cura della persona",442.7,20:20:00,20:20:00,19:40:00,0.01712923732912357
15-24 anni,"dormire, mangiare e altra cura della persona",554.4799999999999,20:30:00,20:30:00,19:50:00,0.021454302042585128
15-24 anni,"dormire, mangiare e altra cura della persona",601.6,20:40:00,20:40:00,20:00:00,0.023277499835556225
15-24 anni,"dormire, mangiare e altra cura della persona",421.12,20:50:00,20:50:00,20:10:00,0.016294249884889356
15-24 anni,"dormire, mangiare e altra cura della persona",290.14000000000004,21:00:00,21:00:00,20:20:00,0.011226286240505791
15-24 anni,"dormire, mangiare e altra cura della persona",270.3,21:10:00,21:10:00,20:30:00,0.010458624011886382
15-24 anni,"dormire, mangiare e altra cura della persona",175.2,21:20:00,21:20:00,20:40:00,0.006778952744663315
15-24 anni,"dormire, mangiare e altra cura della persona",157.07999999999998,21:30:00,21:30:00,20:50:00,0.0060778418786056705
15-24 anni,"dormire, mangiare e altra cura della persona",209.95000000000002,21:40:00,21:40:00,21:00:00,0.008123522424326846
15-24 anni,"dormire, mangiare e altra cura della persona",135.70000000000002,21:50:00,21:50:00,21:10:00,0.0052505929649018955
15-24 anni,"dormire, mangiare e altra cura della persona",146.3,22:00:00,22:00:00,21:20:00,0.005660735083015086
15-24 anni,"dormire, mangiare e altra cura della persona",182.24,22:10:00,22:10:00,21:30:00,0.007051349019334719
15-24 anni,"dormire, mangiare e altra cura della persona",146.81,22:20:00,22:20:00,21:40:00,0.005680468335867702
15-24 anni,"dormire, mangiare e altra cura della persona",203.68,22:30:00,22:30:00,21:50:00,0.007880919492197627
15-24 anni,"dormire, mangiare e altra cura della persona",297.15999999999997,22:40:00,22:40:00,22:00:00,0.011497908662124148
15-24 anni,"dormire, mangiare e altra cura della persona",227.54000000000002,22:50:00,22:50:00,22:10:00,0.00880412618447883
15-24 anni,"dormire, mangiare e altra cura della persona",274.74,23:00:00,23:00:00,22:20:00,0.010630419389662096
15-24 anni,"dormire, mangiare e altra cura della persona",284.58000000000004,23:10:00,23:10:00,22:30:00,0.011011155091759628
15-24 anni,istruzione e formazione,0.08000000000000002,06:00:00,06:00:00,05:20:00,4.796200450003508e-06
15-24 anni,istruzione e formazione,0.05,06:10:00,06:10:00,05:30:00,2.9976252812521922e-06
15-24 anni,istruzione e formazione,0.12,06:20:00,06:20:00,05:40:00,7.194300675005261e-06
15-24 anni,istruzione e formazione,0.21,06:30:00,06:30:00,05:50:00,1.2590026181259207e-05
15-24 anni,istruzione e formazione,0.27999999999999997,06:40:00,06:40:00,06:00:00,1.6786701575012276e-05
15-24 anni,istruzione e formazione,0.4,06:50:00,06:50:00,06:10:00,2.3981002250017538e-05
15-24 anni,istruzione e formazione,0.44000000000000006,07:00:00,07:00:00,06:20:00,2.6379102475019294e-05
15-24 anni,istruzione e formazione,0.8400000000000001,07:10:00,07:10:00,06:30:00,5.0360104725036835e-05
15-24 anni,istruzione e formazione,2.38,07:20:00,07:20:00,06:40:00,0.00014268696338760433
15-24 anni,istruzione e formazione,7.8,07:30:00,07:30:00,06:50:00,0.00046762954387534196
15-24 anni,istruzione e formazione,26.88,07:40:00,07:40:00,07:00:00,0.0016115233512011785
15-24 anni,istruzione e formazione,89.7,07:50:00,07:50:00,07:10:00,0.005377739754566433
15-24 anni,istruzione e formazione,271.8,08:00:00,08:00:00,07:20:00,0.01629509102888692
15-24 anni,istruzione e formazione,454.58000000000004,08:10:00,08:10:00,07:30:00,0.027253210007032434
15-24 anni,istruzione e formazione,573.9200000000001,08:20:00,08:20:00,07:40:00,0.034407942028325166
15-24 anni,istruzione e formazione,666.6,08:30:00,08:30:00,07:50:00,0.03996434024965423
15-24 anni,istruzione e formazione,500.8,08:40:00,08:40:00,08:00:00,0.030024214817021957
15-24 anni,istruzione e formazione,403.82,08:50:00,08:50:00,08:10:00,0.024210020821505206
15-24 anni,istruzione e formazione,342.0,09:00:00,09:00:00,08:20:00,0.020503756923764993
15-24 anni,istruzione e formazione,275.28000000000003,09:10:00,09:10:00,08:30:00,0.01650372574846207
15-24 anni,istruzione e formazione,279.59,09:20:00,09:20:00,08:40:00,0.016762121047706007
15-24 anni,istruzione e formazione,263.98,09:30:00,09:30:00,08:50:00,0.015826262434899076
15-24 anni,istruzione e formazione,200.0,09:40:00,09:40:00,09:00:00,0.01199050112500877
15-24 anni,istruzione e formazione,171.78,09:50:00,09:50:00,09:10:00,0.010298641416270031
15-24 anni,istruzione e formazione,191.70000000000002,10:00:00,10:00:00,09:20:00,0.011492895328320906
15-24 anni,istruzione e formazione,190.96,10:10:00,10:10:00,09:30:00,0.011448530474158372
15-24 anni,istruzione e formazione,198.0,10:20:00,10:20:00,09:40:00,0.011870596113758682
15-24 anni,istruzione e formazione,209.62,10:30:00,10:30:00,09:50:00,0.01256724422912169
15-24 anni,istruzione e formazione,202.04999999999998,10:40:00,10:40:00,10:00:00,0.012113403761540107
15-24 anni,istruzione e formazione,141.36,10:50:00,10:50:00,10:10:00,0.0084748861951562
15-24 anni,istruzione e formazione,150.48,11:00:00,11:00:00,10:20:00,0.009021653046456597
15-24 anni,istruzione e formazione,168.35,11:10:00,11:10:00,10:30:00,0.01009300432197613
15-24 anni,istruzione e formazione,172.51999999999998,11:20:00,11:20:00,10:40:00,0.010343006270432564
15-24 anni,istruzione e formazione,192.21,11:30:00,11:30:00,10:50:00,0.011523471106189677
15-24 anni,istruzione e formazione,249.76,11:40:00,11:40:00,11:00:00,0.01497373780491095
15-24 anni,istruzione e formazione,227.97,11:50:00,11:50:00,11:10:00,0.013667372707341245
15-24 anni,istruzione e formazione,225.25,12:00:00,12:00:00,11:20:00,0.013504301892041127
15-24 anni,istruzione e formazione,188.54999999999998,12:10:00,12:10:00,11:30:00,0.011304044935602015
15-24 anni,istruzione e formazione,207.06,12:20:00,12:20:00,11:40:00,0.012413765814721579
15-24 anni,istruzione e formazione,217.27999999999997,12:30:00,12:30:00,11:50:00,0.013026480422209524
15-24 anni,istruzione e formazione,264.59999999999997,12:40:00,12:40:00,12:00:00,0.0158634329883866
15-24 anni,istruzione e formazione,194.14999999999998,12:50:00,12:50:00,12:10:00,0.011639778967102261
15-24 anni,istruzione e formazione,124.83,13:00:00,13:00:00,12:20:00,0.007483871277174223
15-24 anni,istruzione e formazione,136.9,13:10:00,13:10:00,12:30:00,0.008207498020068503
15-24 anni,istruzione e formazione,105.39999999999999,13:20:00,13:20:00,12:40:00,0.00631899409287962
15-24 anni,istruzione e formazione,111.36,13:30:00,13:30:00,12:50:00,0.0066763110264048825
15-24 anni,istruzione e formazione,187.45000000000002,13:40:00,13:40:00,13:00:00,0.01123809717941447
15-24 anni,istruzione e formazione,163.71,13:50:00,13:50:00,13:10:00,0.009814824695875928
15-24 anni,istruzione e formazione,165.85,14:00:00,14:00:00,13:20:00,0.009943123057913521
15-24 anni,istruzione e formazione,162.18,14:10:00,14:10:00,13:30:00,0.009723097362269612
15-24 anni,istruzione e formazione,169.04999999999998,14:20:00,14:20:00,13:40:00,0.01013497107591366
15-24 anni,istruzione e formazione,186.11999999999998,14:30:00,14:30:00,13:50:00,0.011158360346933158
15-24 anni,istruzione e formazione,233.84000000000003,14:40:00,14:40:00,14:00:00,0.014019293915360255
15-24 anni,istruzione e formazione,210.6,14:50:00,14:50:00,14:10:00,0.012625997684634233
15-24 anni,istruzione e formazione,285.36,15:00:00,15:00:00,14:20:00,0.01710804700516251
15-24 anni,istruzione e formazione,252.28,15:10:00,15:10:00,14:30:00,0.01512481811908606
15-24 anni,istruzione e formazione,210.8,15:20:00,15:20:00,14:40:00,0.012637988185759242
15-24 anni,istruzione e formazione,238.48000000000002,15:30:00,15:30:00,14:50:00,0.014297473541460458
15-24 anni,istruzione e formazione,291.49,15:40:00,15:40:00,15:00:00,0.01747555586464403
15-24 anni,istruzione e formazione,246.82,15:50:00,15:50:00,15:10:00,0.014797477438373322
15-24 anni,istruzione e formazione,252.55999999999997,16:00:00,16:00:00,15:20:00,0.015141604820661072
15-24 anni,istruzione e formazione,233.25,16:10:00,16:10:00,15:30:00,0.013983921937041477
15-24 anni,istruzione e formazione,211.83,16:20:00,16:20:00,15:40:00,0.012699739266553038
15-24 anni,istruzione e formazione,253.98000000000005,16:30:00,16:30:00,15:50:00,0.015226737378648639
15-24 anni,istruzione e formazione,362.95,16:40:00,16:40:00,16:00:00,0.021759761916609662
15-24 anni,istruzione e formazione,240.57,16:50:00,16:50:00,16:10:00,0.014422774278216798
15-24 anni,istruzione e formazione,182.0,17:00:00,17:00:00,16:20:00,0.010911356023757979
15-24 anni,istruzione e formazione,180.88,17:10:00,17:10:00,16:30:00,0.01084420921745793
15-24 anni,istruzione e formazione,183.54000000000002,17:20:00,17:20:00,16:40:00,0.011003682882420549
15-24 anni,istruzione e formazione,202.24,17:30:00,17:30:00,16:50:00,0.012124794737608868
15-24 anni,istruzione e formazione,300.0,17:40:00,17:40:00,17:00:00,0.017985751687513152
15-24 anni,istruzione e formazione,236.67999999999998,17:50:00,17:50:00,17:10:00,0.014189559031335376
15-24 anni,istruzione e formazione,182.28000000000003,18:00:00,18:00:00,17:20:00,0.010928142725332993
15-24 anni,istruzione e formazione,200.55,18:10:00,18:10:00,17:30:00,0.012023475003102543
15-24 anni,istruzione e formazione,188.1,18:20:00,18:20:00,17:40:00,0.011277066308070747
15-24 anni,istruzione e formazione,204.68,18:30:00,18:30:00,17:50:00,0.012271078851333975
15-24 anni,istruzione e formazione,296.46,18:40:00,18:40:00,18:00:00,0.017773519817600496
15-24 anni,istruzione e formazione,199.11999999999998,18:50:00,18:50:00,18:10:00,0.011937742920058728
15-24 anni,istruzione e formazione,110.48999999999998,19:00:00,19:00:00,18:20:00,0.006624152346511093
15-24 anni,istruzione e formazione,107.94999999999999,19:10:00,19:10:00,18:30:00,0.006471872982223482
15-24 anni,istruzione e formazione,91.64,19:20:00,19:20:00,18:40:00,0.005494047615479018
15-24 anni,istruzione e formazione,90.3,19:30:00,19:30:00,18:50:00,0.005413711257941459
15-24 anni,istruzione e formazione,105.60000000000001,19:40:00,19:40:00,19:00:00,0.006330984594004631
15-24 anni,istruzione e formazione,57.24,19:50:00,19:50:00,19:10:00,0.0034316814219775096
15-24 anni,istruzione e formazione,30.599999999999998,20:00:00,20:00:00,19:20:00,0.0018345466721263414
15-24 anni,istruzione e formazione,28.0,20:10:00,20:10:00,19:30:00,0.0016786701575012277
15-24 anni,istruzione e formazione,22.8,20:20:00,20:20:00,19:40:00,0.0013669171282509997
15-24 anni,istruzione e formazione,23.2,20:30:00,20:30:00,19:50:00,0.0013908981305010171
15-24 anni,istruzione e formazione,28.160000000000004,20:40:00,20:40:00,20:00:00,0.0016882625584012348
15-24 anni,istruzione e formazione,20.680000000000003,20:50:00,20:50:00,20:10:00,0.0012398178163259069
15-24 anni,istruzione e formazione,24.919999999999998,21:00:00,21:00:00,20:20:00,0.0014940164401760925
15-24 anni,istruzione e formazione,22.950000000000003,21:10:00,21:10:00,20:30:00,0.0013759100040947564
15-24 anni,istruzione e formazione,16.799999999999997,21:20:00,21:20:00,20:40:00,0.0010072020945007365
15-24 anni,istruzione e formazione,21.12,21:30:00,21:30:00,20:50:00,0.001266196918800926
15-24 anni,istruzione e formazione,32.3,21:40:00,21:40:00,21:00:00,0.001936465931688916
15-24 anni,istruzione e formazione,18.290000000000003,21:50:00,21:50:00,21:10:00,0.001096531327882052
15-24 anni,istruzione e formazione,14.3,22:00:00,22:00:00,21:20:00,0.000857320830438127
15-24 anni,istruzione e formazione,17.42,22:10:00,22:10:00,21:30:00,0.001044372647988264
15-24 anni,istruzione e formazione,13.25,22:20:00,22:20:00,21:40:00,0.000794370699531831
15-24 anni,istruzione e formazione,14.07,22:30:00,22:30:00,21:50:00,0.0008435317541443669
15-24 anni,istruzione e formazione,19.32,22:40:00,22:40:00,22:00:00,0.0011582824086758471
15-24 anni,istruzione e formazione,12.4,22:50:00,22:50:00,22:10:00,0.0007434110697505437
15-24 anni,istruzione e formazione,9.120000000000001,23:00:00,23:00:00,22:20:00,0.0005467668513003999
15-24 anni,istruzione e formazione,7.56,23:10:00,23:10:00,22:30:00,0.00045324094252533143
15-24 anni,lavoro familiare,0.16000000000000003,06:00:00,06:00:00,05:20:00,3.0170861359235024e-05
15-24 anni,lavoro familiare,0.25,06:10:00,06:10:00,05:30:00,4.714197087380471e-05
15-24 anni,lavoro familiare,0.42,06:20:00,06:20:00,05:40:00,7.919851106799192e-05
15-24 anni,lavoro familiare,0.48999999999999994,06:30:00,06:30:00,05:50:00,9.239826291265723e-05
15-24 anni,lavoro familiare,0.5599999999999999,06:40:00,06:40:00,06:00:00,0.00010559801475732255
15-24 anni,lavoro familiare,0.9,06:50:00,06:50:00,06:10:00,0.00016971109514569697
15-24 anni,lavoro familiare,0.9900000000000001,07:00:00,07:00:00,06:20:00,0.00018668220466026668
15-24 anni,lavoro familiare,2.1,07:10:00,07:10:00,06:30:00,0.00039599255533995963
15-24 anni,lavoro familiare,4.76,07:20:00,07:20:00,06:40:00,0.0008975831254372417
15-24 anni,lavoro familiare,11.049999999999999,07:30:00,07:30:00,06:50:00,0.002083675112622168
15-24 anni,lavoro familiare,25.92,07:40:00,07:40:00,07:00:00,0.0048876795401960734
15-24 anni,lavoro familiare,20.7,07:50:00,07:50:00,07:10:00,0.0039033551883510304
15-24 anni,lavoro familiare,39.26,08:00:00,08:00:00,07:20:00,0.007403175106022292
15-24 anni,lavoro familiare,45.84,08:10:00,08:10:00,07:30:00,0.008643951779420834
15-24 anni,lavoro familiare,65.41000000000001,08:20:00,08:20:00,07:40:00,0.012334225259422267
15-24 anni,lavoro familiare,92.4,08:30:00,08:30:00,07:50:00,0.017423672434958223
15-24 anni,lavoro familiare,72.0,08:40:00,08:40:00,08:00:00,0.013576887611655758
15-24 anni,lavoro familiare,52.459999999999994,08:50:00,08:50:00,08:10:00,0.00989227116815918
15-24 anni,lavoro familiare,40.85,09:00:00,09:00:00,08:20:00,0.00770299804077969
15-24 anni,lavoro familiare,36.260000000000005,09:10:00,09:10:00,08:30:00,0.0068374714555366365
15-24 anni,lavoro familiare,37.96,09:20:00,09:20:00,08:40:00,0.007158036857478508
15-24 anni,lavoro familiare,36.18000000000001,09:30:00,09:30:00,08:50:00,0.00682238602485702
15-24 anni,lavoro familiare,30.0,09:40:00,09:40:00,09:00:00,0.005657036504856566
15-24 anni,lavoro familiare,25.200000000000003,09:50:00,09:50:00,09:10:00,0.004751910664079516
15-24 anni,lavoro familiare,29.25,10:00:00,10:00:00,09:20:00,0.005515610592235151
15-24 anni,lavoro familiare,33.44,10:10:00,10:10:00,09:30:00,0.006305710024080118
15-24 anni,lavoro familiare,31.95,10:20:00,10:20:00,09:40:00,0.006024743877672242
15-24 anni,lavoro familiare,32.9,10:30:00,10:30:00,09:50:00,0.0062038833669927
15-24 anni,lavoro familiare,39.6,10:40:00,10:40:00,10:00:00,0.007467288186410667
15-24 anni,lavoro familiare,25.730000000000004,10:50:00,10:50:00,10:10:00,0.004851851642331982
15-24 anni,lavoro familiare,30.029999999999998,11:00:00,11:00:00,10:20:00,0.005662693541361422
15-24 anni,lavoro familiare,37.0,11:10:00,11:10:00,10:30:00,0.006977011689323098
15-24 anni,lavoro familiare,37.24,11:20:00,11:20:00,10:40:00,0.0070222679813619505
15-24 anni,lavoro familiare,45.58,11:30:00,11:30:00,10:50:00,0.008594924129712075
15-24 anni,lavoro familiare,58.8,11:40:00,11:40:00,11:00:00,0.011087791549518868
15-24 anni,lavoro familiare,53.55,11:50:00,11:50:00,11:10:00,0.01009781016116897
15-24 anni,lavoro familiare,55.65,12:00:00,12:00:00,11:20:00,0.010493802716508929
15-24 anni,lavoro familiare,46.35,12:10:00,12:10:00,11:30:00,0.008740121400003395
15-24 anni,lavoro familiare,52.019999999999996,12:20:00,12:20:00,11:40:00,0.009809301299421284
15-24 anni,lavoro familiare,53.199999999999996,12:30:00,12:30:00,11:50:00,0.010031811401945642
15-24 anni,lavoro familiare,67.2,12:40:00,12:40:00,12:00:00,0.012671761770878708
15-24 anni,lavoro familiare,51.7,12:50:00,12:50:00,12:10:00,0.009748959576702815
15-24 anni,lavoro familiare,51.87,13:00:00,13:00:00,12:20:00,0.009781016116897003
15-24 anni,lavoro familiare,62.160000000000004,13:10:00,13:10:00,12:30:00,0.011721379638062805
15-24 anni,lavoro familiare,48.96,13:20:00,13:20:00,12:40:00,0.009232283575925915
15-24 anni,lavoro familiare,55.68,13:30:00,13:30:00,12:50:00,0.010499459753013786
15-24 anni,lavoro familiare,110.84,13:40:00,13:40:00,13:00:00,0.020900864206610057
15-24 anni,lavoro familiare,107.10000000000001,13:50:00,13:50:00,13:10:00,0.020195620322337942
15-24 anni,lavoro familiare,127.1,14:00:00,14:00:00,13:20:00,0.023966977992242317
15-24 anni,lavoro familiare,108.63,14:10:00,14:10:00,13:30:00,0.020484129184085622
15-24 anni,lavoro familiare,101.43,14:20:00,14:20:00,13:40:00,0.01912644042292005
15-24 anni,lavoro familiare,91.64999999999999,14:30:00,14:30:00,13:50:00,0.017282246522336807
15-24 anni,lavoro familiare,101.12,14:40:00,14:40:00,14:00:00,0.01906798437903653
15-24 anni,lavoro familiare,78.0,14:50:00,14:50:00,14:10:00,0.014708294912627071
15-24 anni,lavoro familiare,77.49000000000001,15:00:00,15:00:00,14:20:00,0.01461212529204451
15-24 anni,lavoro familiare,71.02,15:10:00,15:10:00,14:30:00,0.013392091085830442
15-24 anni,lavoro familiare,56.099999999999994,15:20:00,15:20:00,14:40:00,0.010578658264081777
15-24 anni,lavoro familiare,51.04,15:30:00,15:30:00,14:50:00,0.009624504773595971
15-24 anni,lavoro familiare,59.74,15:40:00,15:40:00,15:00:00,0.011265045360004375
15-24 anni,lavoro familiare,46.44,15:50:00,15:50:00,15:10:00,0.008757092509517964
