,0,1
990,9.11292550791171,45.4553804010375
949,9.12226290790823,45.4575630010367
920,9.12925970790564,45.459413601036
993,9.136484507903,45.4615040010352
957,9.14302800790081,45.4648963010345
963,9.14956580789837,45.4664306010339
891,9.15591440789601,45.4679501010333
930,9.16109520789396,45.4682808010329
968,9.16648700789168,45.4675341010325
985,9.17642630788776,45.4681953010317
981,9.18202500788552,45.4683672010313
967,9.18623540788344,45.4655319010313
960,9.18959606423539,45.4646220563982
909,9.197528607879,45.4665214010304
929,9.20194900787787,45.4714250010296
918,9.20504640787702,45.4744187010291
943,9.21098270787541,45.4803459010282
941,9.2169815783692,45.4862401109857
928,9.21818010787393,45.4910692010267
912,9.21950580787399,45.4955331010262
898,9.22100470787404,45.5004455010256
951,9.22273880787417,45.5067343010249
921,9.22449910787417,45.5120295010243
893,9.22613020787423,45.5174545010237
903,9.22796150787429,45.523477101023
902,9.23124580787439,45.5341593010219
904,9.23833340787253,45.5416912010207
934,9.0929661079264,45.5052116010345
901,9.10148120792243,45.5011555010342
989,9.11014780791837,45.4970026010339
896,9.12054590791373,45.4937169010335
945,9.12731920791042,45.4894017010334
917,9.13718230790598,45.485958101033
939,9.14374880790241,45.4791454010331
996,9.15096930789877,45.4736789010331
987,9.15529230789659,45.4704020010331
915,9.08710730793072,45.5198398010336
927,9.08580670792978,45.5087997010347
999,9.17732280788232,45.4299949010351
958,9.168012607887,45.4368950010352
913,9.16767680788804,45.4437333010346
919,9.16960610788841,45.4523782010337
911,9.16981440788915,45.4586201010331
910,9.1731680078882,45.4616239010326
984,9.17710240788748,45.4681551010317
944,9.18254810788582,45.4722295010309
931,9.18447570788573,45.4774395010303
956,9.18674240788565,45.4836397010296
953,9.19485740788253,45.4848999010289
975,9.20261280787934,45.4844397010284
982,9.20940940787671,45.4853182010279
940,9.21516600787429,45.4845943010275
926,9.22591680786948,45.481145001027
946,9.23482980786629,45.4842475010261
897,9.23699640786635,45.4912044010253
973,9.24142570786573,45.5000415010242
965,9.24819330786369,45.5052544010232
978,9.26051020785954,45.5114424010218
970,9.27492710785488,45.5202131010199
972,9.2829642078526,45.5274782010187
971,9.29109410785023,45.5343028010175
892,9.28598910784982,45.5157833010196
979,9.29783542421091,45.5173643568875
974,9.33137771302968,45.5210690111993
895,9.34597136677814,45.5207397997328
977,9.36312160213117,45.521864033703
986,9.37589692165833,45.5253016625452
894,9.38497435183026,45.5278485186639
952,9.40345410780515,45.5367410010093
