Classe di età,Tipo attività,Periodo temporale di riferimento,Value
65 anni e più,istruzione e formazione,giorno medio settimanale 19:40 - 19:50,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 19:50 - 20:00,0.1
65 anni e più,istruzione e formazione,giorno medio settimanale 20:40 - 20:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 20:50 - 21:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:00 - 21:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:10 - 21:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:20 - 21:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:30 - 21:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:40 - 21:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 21:50 - 22:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:00 - 22:10,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:10 - 22:20,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:20 - 22:30,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:30 - 22:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:40 - 22:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 22:50 - 23:00,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 23:30 - 23:40,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 23:40 - 23:50,0.0
65 anni e più,istruzione e formazione,giorno medio settimanale 23:50 - 00:00,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 00:00 - 00:10,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 00:10 - 00:20,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 00:20 - 00:30,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 00:30 - 00:40,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 00:40 - 00:50,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 00:50 - 01:00,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 01:00 - 01:10,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 01:10 - 01:20,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 01:20 - 00:30,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 01:30 - 01:40,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 01:40 - 01:50,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 01:50 - 02:00,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 02:00 - 02:10,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 02:10 - 02:20,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 02:20 - 02:30,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 02:30 - 02:40,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 02:40 - 02:50,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 02:50 - 03:00,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 03:00 - 03:10,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 03:10 - 03:20,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 03:20 - 03:30,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 03:30 - 03:40,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 03:40 - 03:50,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 03:50 - 04:00,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 04:00 - 04:10,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 04:10 - 04:20,0.0
65 anni e più,lavoro familiare,giorno medio settimanale 04:20 - 04:30,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 04:30 - 04:40,0.1
65 anni e più,lavoro familiare,giorno medio settimanale 04:40 - 04:50,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 04:50 - 05:00,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 05:00 - 05:10,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 05:10 - 05:20,0.2
65 anni e più,lavoro familiare,giorno medio settimanale 05:20 - 05:30,0.4
65 anni e più,lavoro familiare,giorno medio settimanale 05:30 - 05:40,0.4
65 anni e più,lavoro familiare,giorno medio settimanale 05:40 - 05:50,0.6
65 anni e più,lavoro familiare,giorno medio settimanale 05:50 - 06:00,0.8
65 anni e più,lavoro familiare,giorno medio settimanale 06:00 - 06:10,1.3
65 anni e più,lavoro familiare,giorno medio settimanale 06:10 - 06:20,2.0
65 anni e più,lavoro familiare,giorno medio settimanale 06:20 - 06:30,1.9
65 anni e più,lavoro familiare,giorno medio settimanale 06:30 - 06:40,2.7
65 anni e più,lavoro familiare,giorno medio settimanale 06:40 - 06:50,3.4
65 anni e più,lavoro familiare,giorno medio settimanale 06:50 - 07:00,3.5
65 anni e più,lavoro familiare,giorno medio settimanale 07:00 - 07:10,6.4
65 anni e più,lavoro familiare,giorno medio settimanale 07:10 - 07:20,8.5
65 anni e più,lavoro familiare,giorno medio settimanale 07:20 - 07:30,10.8
65 anni e più,lavoro familiare,giorno medio settimanale 07:30 - 07:40,12.6
65 anni e più,lavoro familiare,giorno medio settimanale 07:40 - 07:50,14.5
65 anni e più,lavoro familiare,giorno medio settimanale 07:50 - 08:00,16.8
65 anni e più,lavoro familiare,giorno medio settimanale 08:00 - 08:10,20.2
65 anni e più,lavoro familiare,giorno medio settimanale 08:10 - 08:20,24.7
65 anni e più,lavoro familiare,giorno medio settimanale 08:20 - 08:30,26.9
65 anni e più,lavoro familiare,giorno medio settimanale 08:30 - 08:40,30.3
65 anni e più,lavoro familiare,giorno medio settimanale 08:40 - 08:50,33.8
65 anni e più,lavoro familiare,giorno medio settimanale 08:50 - 09:00,35.2
65 anni e più,lavoro familiare,giorno medio settimanale 09:00 - 09:10,38.0
65 anni e più,lavoro familiare,giorno medio settimanale 09:10 - 09:20,41.1
65 anni e più,lavoro familiare,giorno medio settimanale 09:20 - 09:30,42.8
65 anni e più,lavoro familiare,giorno medio settimanale 09:30 - 09:40,44.0
65 anni e più,lavoro familiare,giorno medio settimanale 09:40 - 09:50,45.5
65 anni e più,lavoro familiare,giorno medio settimanale 09:50 - 10:00,43.6
65 anni e più,lavoro familiare,giorno medio settimanale 10:00 - 10:10,40.2
65 anni e più,lavoro familiare,giorno medio settimanale 10:10 - 10:20,46.8
65 anni e più,lavoro familiare,giorno medio settimanale 10:20 - 10:30,47.7
65 anni e più,lavoro familiare,giorno medio settimanale 10:30 - 10:40,47.4
65 anni e più,lavoro familiare,giorno medio settimanale 10:40 - 10:50,48.3
65 anni e più,lavoro familiare,giorno medio settimanale 10:50 - 11:00,46.2
65 anni e più,lavoro familiare,giorno medio settimanale 11:00 - 11:10,45.4
65 anni e più,lavoro familiare,giorno medio settimanale 11:10 - 11:20,49.0
65 anni e più,lavoro familiare,giorno medio settimanale 11:20 - 11:30,49.2
65 anni e più,lavoro familiare,giorno medio settimanale 11:30 - 11:40,50.2
65 anni e più,lavoro familiare,giorno medio settimanale 11:40 - 11:50,50.6
65 anni e più,lavoro familiare,giorno medio settimanale 11:50 - 12:00,47.7
65 anni e più,lavoro familiare,giorno medio settimanale 12:00 - 12:10,38.1
65 anni e più,lavoro familiare,giorno medio settimanale 12:10 - 12:20,37.0
65 anni e più,lavoro familiare,giorno medio settimanale 12:20 - 12:30,34.4
65 anni e più,lavoro familiare,giorno medio settimanale 12:30 - 12:40,30.2
65 anni e più,lavoro familiare,giorno medio settimanale 12:40 - 12:50,28.1
65 anni e più,lavoro familiare,giorno medio settimanale 12:50 - 13:00,25.0
65 anni e più,lavoro familiare,giorno medio settimanale 13:00 - 13:10,21.2
65 anni e più,lavoro familiare,giorno medio settimanale 13:10 - 13:20,21.0
65 anni e più,lavoro familiare,giorno medio settimanale 13:20 - 13:30,20.1
65 anni e più,lavoro familiare,giorno medio settimanale 13:30 - 13:40,20.2
65 anni e più,lavoro familiare,giorno medio settimanale 13:40 - 13:50,20.7
65 anni e più,lavoro familiare,giorno medio settimanale 13:50 - 14:00,20.2
65 anni e più,lavoro familiare,giorno medio settimanale 14:00 - 14:10,20.1
65 anni e più,lavoro familiare,giorno medio settimanale 14:10 - 14:20,19.1
65 anni e più,lavoro familiare,giorno medio settimanale 14:20 - 14:30,18.3
65 anni e più,lavoro familiare,giorno medio settimanale 14:30 - 14:40,18.1
65 anni e più,lavoro familiare,giorno medio settimanale 14:40 - 14:50,17.5
65 anni e più,lavoro familiare,giorno medio settimanale 14:50 - 15:00,17.2
65 anni e più,lavoro familiare,giorno medio settimanale 15:00 - 15:10,16.3
65 anni e più,lavoro familiare,giorno medio settimanale 15:10 - 15:20,16.7
65 anni e più,lavoro familiare,giorno medio settimanale 15:20 - 15:30,16.4
65 anni e più,lavoro familiare,giorno medio settimanale 15:30 - 15:40,17.0
65 anni e più,lavoro familiare,giorno medio settimanale 15:40 - 15:50,17.5
65 anni e più,lavoro familiare,giorno medio settimanale 15:50 - 16:00,17.7
65 anni e più,lavoro familiare,giorno medio settimanale 16:00 - 16:10,19.1
65 anni e più,lavoro familiare,giorno medio settimanale 16:10 - 16:20,20.4
65 anni e più,lavoro familiare,giorno medio settimanale 16:20 - 16:30,20.8
65 anni e più,lavoro familiare,giorno medio settimanale 16:30 - 16:40,20.6
65 anni e più,lavoro familiare,giorno medio settimanale 16:40 - 16:50,20.9
65 anni e più,lavoro familiare,giorno medio settimanale 16:50 - 17:00,20.9
65 anni e più,lavoro familiare,giorno medio settimanale 17:00 - 17:10,20.7
65 anni e più,lavoro familiare,giorno medio settimanale 17:10 - 17:20,21.6
65 anni e più,lavoro familiare,giorno medio settimanale 17:20 - 17:30,21.3
65 anni e più,lavoro familiare,giorno medio settimanale 17:30 - 17:40,20.7
65 anni e più,lavoro familiare,giorno medio settimanale 17:40 - 17:50,21.2
65 anni e più,lavoro familiare,giorno medio settimanale 17:50 - 18:00,20.8
65 anni e più,lavoro familiare,giorno medio settimanale 18:00 - 18:10,23.1
65 anni e più,lavoro familiare,giorno medio settimanale 18:10 - 18:20,24.9
65 anni e più,lavoro familiare,giorno medio settimanale 18:20 - 18:30,25.9
65 anni e più,lavoro familiare,giorno medio settimanale 18:30 - 18:40,27.6
65 anni e più,lavoro familiare,giorno medio settimanale 18:40 - 18:50,28.9
65 anni e più,lavoro familiare,giorno medio settimanale 18:50 - 19:00,26.6
65 anni e più,lavoro familiare,giorno medio settimanale 19:00 - 19:10,26.0
65 anni e più,lavoro familiare,giorno medio settimanale 19:10 - 19:20,26.8
65 anni e più,lavoro familiare,giorno medio settimanale 19:20 - 19:30,24.9
65 anni e più,lavoro familiare,giorno medio settimanale 19:30 - 19:40,23.0
65 anni e più,lavoro familiare,giorno medio settimanale 19:40 - 19:50,22.7
65 anni e più,lavoro familiare,giorno medio settimanale 19:50 - 20:00,20.6
65 anni e più,lavoro familiare,giorno medio settimanale 20:00 - 20:10,18.5
65 anni e più,lavoro familiare,giorno medio settimanale 20:10 - 20:20,17.6
65 anni e più,lavoro familiare,giorno medio settimanale 20:20 - 20:30,16.9
65 anni e più,lavoro familiare,giorno medio settimanale 20:30 - 20:40,15.8
65 anni e più,lavoro familiare,giorno medio settimanale 20:40 - 20:50,15.0
65 anni e più,lavoro familiare,giorno medio settimanale 20:50 - 21:00,14.3
65 anni e più,lavoro familiare,giorno medio settimanale 21:00 - 21:10,10.9
65 anni e più,lavoro familiare,giorno medio settimanale 21:10 - 21:20,8.9
65 anni e più,lavoro familiare,giorno medio settimanale 21:20 - 21:30,7.3
65 anni e più,lavoro familiare,giorno medio settimanale 21:30 - 21:40,5.3
65 anni e più,lavoro familiare,giorno medio settimanale 21:40 - 21:50,4.4
65 anni e più,lavoro familiare,giorno medio settimanale 21:50 - 22:00,3.9
65 anni e più,lavoro familiare,giorno medio settimanale 22:00 - 22:10,2.6
65 anni e più,lavoro familiare,giorno medio settimanale 22:10 - 22:20,2.4
65 anni e più,lavoro familiare,giorno medio settimanale 22:20 - 22:30,2.0
65 anni e più,lavoro familiare,giorno medio settimanale 22:30 - 22:40,1.6
65 anni e più,lavoro familiare,giorno medio settimanale 22:40 - 22:50,1.5
65 anni e più,lavoro familiare,giorno medio settimanale 22:50 - 23:00,1.4
65 anni e più,lavoro familiare,giorno medio settimanale 23:00 - 23:10,1.1
65 anni e più,lavoro familiare,giorno medio settimanale 23:10 - 23:20,1.0
65 anni e più,lavoro familiare,giorno medio settimanale 23:20 - 23:30,0.7
65 anni e più,lavoro familiare,giorno medio settimanale 23:30 - 23:40,0.6
65 anni e più,lavoro familiare,giorno medio settimanale 23:40 - 23:50,0.4
65 anni e più,lavoro familiare,giorno medio settimanale 23:50 - 00:00,0.3
65 anni e più,lavoro retribuito,giorno medio settimanale 00:00 - 00:10,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 00:10 - 00:20,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 00:20 - 00:30,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 00:30 - 00:40,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 00:40 - 00:50,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 00:50 - 01:00,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 01:00 - 01:10,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 01:10 - 01:20,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 01:20 - 00:30,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 01:30 - 01:40,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 01:40 - 01:50,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 01:50 - 02:00,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 02:10 - 02:20,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 02:20 - 02:30,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 02:30 - 02:40,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 02:40 - 02:50,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 02:50 - 03:00,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:00 - 03:10,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:10 - 03:20,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:20 - 03:30,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:30 - 03:40,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:40 - 03:50,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 03:50 - 04:00,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:00 - 04:10,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:10 - 04:20,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:20 - 04:30,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:30 - 04:40,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:40 - 04:50,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 04:50 - 05:00,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:00 - 05:10,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:10 - 05:20,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:20 - 05:30,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:30 - 05:40,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:40 - 05:50,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 05:50 - 06:00,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 06:00 - 06:10,0.0
65 anni e più,lavoro retribuito,giorno medio settimanale 06:10 - 06:20,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 06:20 - 06:30,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 06:30 - 06:40,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 06:40 - 06:50,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 06:50 - 07:00,0.1
65 anni e più,lavoro retribuito,giorno medio settimanale 07:00 - 07:10,0.2
65 anni e più,lavoro retribuito,giorno medio settimanale 07:10 - 07:20,0.2
65 anni e più,lavoro retribuito,giorno medio settimanale 07:20 - 07:30,0.2
65 anni e più,lavoro retribuito,giorno medio settimanale 07:30 - 07:40,0.3
65 anni e più,lavoro retribuito,giorno medio settimanale 07:40 - 07:50,0.4
