id_amat,nome
11452,"V.le Col di Lana, 7 dopo Via Cosseria"
11457,"Via Castelbarco, 3 prima di Via Teulie'"
11458,"Via Teulie', 2 prima di Via Col del Rosso"
11459,"Via Teulie', 1 prima di P.le P.ta Lodovica"
11460,V.le Bligny prima di P.ta Lodovica
11461,"V.le Bligny, 2 prima di Via Rontgen"
11462,"C.so Italia, 56 dopo Via S.Luca"
11463,"C.so Italia, 43 prima di Via Lusardi"
11464,"C.so Italia, 25 prima S.Sofia"
11465,"C.so Italia, 34 dopo Via Crocefisso"
11466,V.le Bligny dopo Via Rontgen
11467,"Via S.Sofia, 32 prima di C.so Italia"
11468,"Via S.Sofia, 37 dopo C.so Italia"
11469,"V.le Bligny, prima Via Bocconi"
11470,Via Bocconi prima di Via Sarfatti
11471,"V.le Bligny, 19 prima di Via Bocconi"
11472,"Via S.Sofia, 13 fronte Via S.Senatore"
11473,"Via S.Sofia, 18 prima di Via S.Senatore"
11475,"Via Molino Delle Armi, dopo C.so di P.ta Ticinese"
11476,"Via Molino Delle Armi, prima di C.so di P.ta Ticinese"
11477,"Via Correnti, 12"
11480,"C.so di P.ta Ticinese, 6 dopo Carrobbio"
11481,"C.so di P.ta Ticinese, 1 prima del Carrobbio"
11482,"Via Correnti, 1 prima del Carrobbio"
11483,"Via Meravigli, 16 prima di Via S.Giovanni sul Muro"
11484,"Via Torino, 64 prima del Carrobbio"
11485,"Via Meravigli, 13 prima di P.za SS.Pietro e Lino"
11486,"Via Torino, 57 prima di Via S.Maria Valle"
11490,Via Cantu' prima di Via Orefici
11491,"Via Orefici, 24 fronte Via Cantu'"
11492,Via Dante prima di P.za Cordusio
11493,"Via Grossi, 10 prima di P.za Cordusio"
11494,Via Dante dopo P.za Cordusio
11497,"Via Broletto, 3 prima di Via S.Prospero"
11498,"C.so Italia, 8 prima di Via Barellai"
11499,"C.so Italia, 1 prima di P.za Missori"
11500,"Via Mazzini, 10 prima di Via Speronari"
11502,"Via Torino, 2 prima di Via Spadari"
11503,Via Mazzini prima di Via Dogana
11504,Via Torino dopo Via Speronari
11507,Via Orefici prima di Via Hugo (sosta coinc.nott.)
11509,"Via Grossi, 5 prima di Via S.Margherita"
11510,"C.so di P.ta Romana, 2 prima di Via Maddalena"
11511,"C.so di P.ta Romana, 1 prima di P.za Missori"
11512,"Via Dogana, 1 prima di Via Marconi"
11514,"Via Albricci, 7 prima di Via P. da Cannobio"
11515,"Via Albricci, 10 prima di Via Larga"
11516,"Via Baracchini, 1 dopo Via P. da Cannobio"
11519,"C.so di P.ta Romana, 54 prima di Via S.Sofia"
11520,C.so di P.ta Romana fronte 46 altezza P.za S.Naz. in Brolo
11521,"Foro Buonaparte, 61 prima di Via Ricasoli"
11522,"Foro Buonaparte, 31 prima di Via Illica"
11524,"Foro Buonaparte, 69 dopo L.go Cairoli"
11525,Foro Buonaparte prima di L.go Cairoli
11531,Via Gadio prima di Via Legnano
11532,Via Legnano fronte Via Mantegazza
11533,"Via Legnano, 20 prima di Via Mantegazza"
11534,Via Legnano fronte Via Mantegazza
11535,L.go Cairoli fronte 2
11536,"L.go Cairoli, 2"
11541,"Foro Buonaparte, 48 prima di Via Lanza"
11542,Foro Buonaparte fronte 48 dopo Via Lanza
11543,"Via Legnano, 24 dopo Via Mantegazza"
11544,Via Cusani prima di Via Rovello
11545,"Via Tivoli, 8 dopo C.so Garibaldi"
11546,"Via Cusani, 1 prima di Via Broletto"
11547,"Via Ponte Vetero, 11 prima di Via Cusani"
11548,"Via Ponte Vetero, 14 dopo Via Dell'Orso"
11549,Via Cusani dopo di Via Rovello
11550,Via Pontaccio dopo Via Solferino
11551,"Via Statuto, 5 prima di L.go Treves"
11556,"P.za Mirabello, 2 prima di Via Cernaia"
11557,Via S.Margherita prima di P.za della Scala
11558,"Via Manzoni, 3 prima di Via Verdi"
11559,"Via Fatebenefratelli, 5 dopo C.so di P.ta Nuova"
11560,"Via Manzoni, 16 prima di Via Bigli"
11561,"C.so di P.ta Nuova, 24 dopo Via Montello"
11562,"Via Moscova, 22 prima di C.so di P.ta Nuova"
11563,"C.so di P.ta Nuova, 32 dopo Via Moscova"
11564,V.le Elvezia prima di P.za Lega Lombarda
11565,"P.za Lega Lombarda, 1"
11570,"P.le Biancamano,  prima di V.le Montello"
11572,"V.le Montello, 20 prima di P.le Biancamano"
11573,"V.le Montello, 11 prima di Via De Dragon"
11574,"V.le Montello, 10 dopo Via Giorgione"
11575,V.le Montello prima di P.za Baiamonti
11577,"Via Farini, 1/a prima di P.za Baiamonti"
11580,"Via Moscova, 53 dopo P.le Biancamano"
11581,Via Moscova prima di P.le Biancamano
11587,"Via Farini, 17 dopo P.le Cim.Monumentale"
11588,Via Farini prima di Via Ferrari
11589,"Via Ferrari, 18 prima di Via Farini"
11590,Via Ferrari fronte 18 dopo Via Farini
11592,"Via Moscova, 47 prima di L.go La Foppa"
11593,"Via Moscova, 52 prima di L.go La Foppa"
11605,P.le Princ.Clotilde prima dei Bastioni di P.ta Nuova
11606,"Via M.Gioia, 8"
11607,"Via M.Gioia, 7"
11608,"V.le Lancetti, 15 prima di Via Bernina"
11609,"Via Farini, 31 prima di Via Valtellina"
11610,"V.le Stelvio, 72 prima di Via Bernina"
11611,"Via Bassi, 1/B prima di Via Farini"
11612,"Via Farini, 30 prima di Via Porro Lambertenghi"
11613,"Via Farini, 44 prima di Via Alserio"
11614,"Via Farini, 53 prima di Via Galli"
11615,"Via U.Bassi, 4/A"
11616,"Via Farini, 72 prima di V.le Stelvio"
11617,"V.le Stelvio, 51 prima di Via Farini"
11618,Via Farini prima di V.le Stelvio
11619,"Via Porro Lambertenghi, 15 prima di P.za Fidia"
11620,"V.le Stelvio, 47 dopo Via Farini"
11621,"Via Mosca, 118"
11622,"V.le Stelvio, 52 prima di Via Farini"
11627,"Via Porro Lambertenghi, 20 prima di Via Pollaiuolo"
11631,P.le Lagosta dopo Via Trau
11632,P.le Lagosta dopo Via Trau
11633,"Via Trau', 3 prima di P.le Segrino"
11635,V.le Stelvio prima di Via Lario (carreggiata laterale)
11636,"V.le Stelvio, 21 prima di Via Lario"
11637,"Via Lario, 25 dopo Via Nava"
11639,V.le Zara dopo V.le Stelvio
11640,V.le Zara angolo Via Arese (carreggiata centrale)
11641,V.le Stelvio prima di Via Lario (carreggiata centrale)
11642,"V.le Stelvio, 13 dopo Via Lario (carreggiata laterale)"
11643,Via Lario prima di V.le Marche
11645,"Via Imbonati, 60 dopo Via Bovio"
11647,"Via Imbonati, 20 dopo Via Bracco"
11648,"Via Imbonati, 27 dopo Via M.te San Genesio"
11649,"P.le Maciachini, 18"
11650,P.le Maciachini M3
11655,Via Benefattori Osp. 1 prima di P.le Nizza
11656,"Via Murat, 21 dopo Via Biraghi"
11657,"Via Murat, prima di Via Taormina"
11658,"Via Murat, 69  prima di Via Populonia"
11659,"Via Murat, 78 prima di P.le Nizza"
11660,"Via Murat, 7 prima di V.le Marche"
11661,"Via Murat, 30 prima di Via Biraghi"
11663,Via Benefattori Osp. prima di Via Zubiani
11664,"V.le Ca' Granda, 29 prima di Via Gatti"
11666,"P.le Ospedale Maggiore, 6"
11668,Via Donatelli prima di P.le Osp.Maggiore
11669,Via Donatelli dopo Via Girola
11670,Via Donatelli prima di Via Girola
11672,"V.le Ca' Granda, 32 prima di Via Cherasco"
11673,"Via Cherasco, 7 dopo Via Girola"
11676,"Via Graziano Imp., 41 dopo Via Hermada"
11677,Via V. da Seregno dopo Via Pasta
11678,Via V. da Seregno prima di Via Pasta
11679,"Via Pasta, 51"
11680,"Via Pasta, 51"
11683,"Via dei Conti Biglia, dopo Via Maffi"
11684,Via Terruggia dopo Via Val d'Ossola
11686,"Via Val Ledro, 11"
11687,Via Terruggia fronte 17 prima di Via Val di Ledro
11688,"Via Ornato, 25 dopo Via Terruggia"
11689,"Via Frugoni, 2 dopo Via Cesari"
11690,"Via Achillini, 14 prima di Via Ornato"
11691,Via Ornato dopo Via Palanzone
11692,"Via Ornato, 136"
11693,"Via A. da Saluzzo, 5"
11694,Via Ornato dopo Via A. da Saluzzo
11695,Via Moro prima di Via Comboni (Cimitero Bruzzano)
11696,Via Moro dopo Via Comboni (Cimitero Bruzzano)
11697,"P.le Martiri della Deportazione, 1"
11698,Via Moro dopo Via Ornato
11700,Via Ripamonti dopo Via Macconago
11701,"Via Ripamonti, prima di Via Macconago"
11702,Via Camporgnago dopo N.V.P.R.
11703,"Via Ripamonti, 292 dopo Via Chopin"
11704,Via Ripamonti dopo Via Chopin
11706,Via Gagini dopo via Ripamonti
11707,"Via Antonini, 36 prima di Via Verro"
11708,Via Antonini prima di Via Verro
11709,Via Antonini prima di Via Ada Negri
11710,Via Antonini prima di P.za Chiaradia
11713,Via Ripamonti prima di Via Sibari
11714,Via Ripamonti prima di Via Quaranta
11715,Via Ripamonti dopo Via Solaroli
11717,"Via Ripamonti, 255 prima di Via Val di Sole"
11718,Via Ripamonti dopo Via Val di Sole
11720,"Via Ripamonti, 205 prima di Via Noto"
11721,"Via Ripamonti, 202 prima di Via Noto"
11722,Via Ripamonti dopo  Via dell'Assunta
11723,"Via dell'Assunta, 7 prima di Via Ripamonti"
11724,"Via Quaranta, 6 dopo Via Ripamonti"
11726,"Via Quaranta, 5 prima di Via Ripamonti"
11727,Via Montemezzi prima di Via Chopin
11728,"Via Wolf Ferrari, 19 prima di Via dell'Assunta"
11730,Via Chopin prima di Via Albinoni
11731,"Via Quaranta, 47/a prima di Via Gargano"
11732,"Via Quaranta, 40 prima di Via Gargano"
11736,"Via Ripamonti, 37 prima di V.le Isonzo"
11737,"Via Ripamonti, 38 prima di V.le Toscana"
11740,Via Ripamonti prima di Via Lorenzini
11741,"Via Ripamonti, 66 prima di Via Pietrasanta"
11745,V.le Ortles prima di Via Condino
11746,V.le Ortles dopo Via Condino
11747,V.le Ortles dopo Via Gargano
11748,V.le Ortles dopo Via Orobia
11752,"V.le Bligny, 50 prima di Via Vittadini"
11753,"V.le Bligny, 39 prima di Via Patellani"
11754,"C.so di P.ta Vigentina, 6 dopo C.so di P.ta Romana"
11755,V.le Bligny prima di Via Ripamonti
11756,"Via Ripamonti, 7 prima di V.le Sabotino"
11757,"Via Ripamonti, 6 prima di V.le Bligny"
11758,"C.so P.ta Vigentina, 19 altezza Via Cassolo"
11759,"C.so di P.ta Vigentina, 34 dopo Via Quadronno"
11760,"C.so di P.ta Romana, 94 dopo Via Lamarmora"
11761,"C.so di P.ta Vigentina, 1 prima di C.so di P.ta Romana"
11762,"Via Lamarmora, 2 dopo C.so P.ta Romana"
11763,C.so di P.ta Romana prima di Via Lamarmora
11764,"Via Lamarmora, 1 prima di C.so di P.ta Romana"
11765,"Via Ripamonti, 19 prima di Via Romano"
11766,"Via Ripamonti, 22 prima di Via Bellezza"
11767,"V.le Sabotino, 1 prima di Via Ripamonti"
11769,"Via Lamarmora, 20 prima di Via della Commenda"
11770,"Via Lamarmora, 19 prima di Via della Commenda"
11771,"V.le Sabotino, 16 prima di Via Agnesi"
11772,"V.le Sabotino, 15 dopo Via Agnesi"
11773,V.le Sabotino dopo P.le Medaglie D'Oro
11774,"Via Lamarmora, 29/a prima di Via Curtatone"
11775,"Via Lamarmora, 30 dopo Via Micca"
11776,"C.so Lodi, 2 dopo P.za Medaglie d'Oro"
11777,V.le Sabotino prima di P.le Medaglie D'Oro
11778,C.so Lodi prima di P.le Medaglie d'Oro
11781,"C.so Lodi, 9 prima di Via Salmini"
11782,"V.le M.te Nero, 19 prima di Via Pier Lombardo"
11783,"V.le M.te Nero, 22 prima di Via Pier Lombardo"
11784,"Via Lazzaro Papi, 5 prima di C.so Lodi"
11785,C.so Lodi dopo P.za Buozzi
11786,"Via F.Sforza, 48 prima di C.so di P.ta Romana"
11788,P.za Fontana
11790,"Via F.Sforza, dopo Corso di Porta Romana"
11792,"Via F.Sforza, 32 prima di Via S.Barnaba"
11793,"Via Larga, 4 angolo Via S.Clemente"
11794,Via Larga fronte 2 prima di Via Verziere
11795,"Via F.Sforza, 23 prima di Via Andreani"
11796,"Via F.Sforza, 14 prima di Via Laghetto"
11797,"C.so di P.ta Vittoria, 5 prima di L.go Augusto"
11798,"C.so di P.ta Vittoria, 4 prima di Via F.Sforza"
11799,"Via F. Sforza, 4 prima di C.so di P.ta Vittoria"
11801,Via Durini dopo L.go Augusto
11807,C.so di P.ta Vittoria dopo Via Guastalla
11808,"Via F.Sforza, 3 dopo C.so di P.ta Vittoria"
11809,"Via Durini, 26 prima di L.go Toscanini"
11810,"C.so di P.ta Vittoria, 19 prima di Via Privata Battisti"
11811,"Via V. di Modrone, 19 fronte Via Passione"
11812,"Via V. di Modrone, 18 prima di Via Mascagni"
11813,Via Borgogna prima di V. di Modrone
11814,"Via V. di Modrone, 33 dopo C.so Monforte"
11815,Via San Damiano dopo C.so Monforte
11816,C.so di P.ta Vittoria fronte 19 dopo Via Freguglia
11817,C.so di P.ta Vittoria prima di Via Manara
11819,"Via Podgora, 12 dopo Via Besana"
11820,"C.so di P.ta Vittoria, 31 dopo Via Savare'"
11821,"V.le Reg.Margherita, 3 prima di Via Lamarmora"
11822,"Via Besana, 4 dopo Via Podgora"
11823,"C.so di P.ta Vittoria, 40/a dopo Via Podgora"
11824,"V.le M.te Nero, 46 prima di Via Bergamo"
11825,"V.le M.te Nero, 43 dopo Via Bergamo"
11826,"Via Bergamo, 1 prima di V.le M.te Nero"
11827,"Via Bergamo, 2 dopo V.le M.te Nero"
11828,V.le Regina Margherita dopo Via Besana
11829,"Via Manzoni, 21 prima di Via Croce Rossa"
11830,"Via Manzoni, 34 prima di Via Pisoni"
11833,Via De Marchi dopo Via Montebello
11834,"Via Fatebenefratelli, 36 prima di P.za Cavour"
11835,"P.za Cavour, 1 prima di Via Fatebenefratelli"
11837,Via Turati prima di L.go Donegani
11838,"L.go Donegani, 2 prima di Via Moscova"
11839,"Via Senato, 34 prima di P.za Cavour"
11840,"P.za Cavour, 5 prima di Via Turati"
11841,"Via Moscova, 2 dopo Via Manin"
11842,"C.so Venezia, 6 dopo C.so Monforte"
11844,"Via Senato, 15 prima di Via S.Andrea"
11845,"Via S.Damiano, 9 dopo C.so Venezia"
11846,Via Senato dopo C.so Venezia
11847,"C.so Monforte, 25 dopo Via Conservatorio"
11848,"C.so Venezia, 55 prima di Via Palestro"
11849,Via Lazzaretto prima di V.le Vittorio Veneto
11850,"V.le Vittorio Veneto, 18 prima di Via Lazzaretto"
11852,"C.so Venezia, altezza Via Salvini"
11853,"Via Donizetti, 48 prima di C.so Monforte"
11855,"V.le Piave, 27 prima di Via Morelli"
11856,"P.le Oberdan, 12 prima di C.so Buenos Aires"
11857,"C.so Buenos Aires,  dopo P.za Oberdan"
11858,"C.so Buenos Aires,  prima di Via Palazzi"
11859,P.le Princ. Clotilde dopo Via Vespucci
11860,P.za Princ.Clotilde
11861,P.le Princ.Clotilde prima di V.le M.te Santo
11862,"V.le M.te Santo, 6 prima di Via Galilei"
11863,Via Galilei fronte 2 prima di V.le M.te Santo
11864,V.le M.te Santo fronte 8 prima di Via Galilei
11867,P.za della Repubblica prima di V.le M.te Santo
11868,"Via M.Gioia, 22 dopo Via Pirelli"
11869,"Via M.Gioia, 33 prima di Via Sassetti"
11871,P.za della Repubblica dopo V.le Vittorio Veneto
11872,P.za della Repubblica lato 14 dopo V.le Vittorio Veneto
11874,Via Galilei prima di V.le F. di Savoia
11875,"Via M.Gioia, 30 prima di Via Galvani"
11876,"P.za della Repubblica, 10 prima di V.le Vittorio Veneto"
11877,P.za della Repubblica dopo V.le Vittorio Veneto
11879,"Via Filzi, 15 prima di Via Adda"
11880,"Via Filzi, 14 prima di Via Zezon"
11881,"Via Galvani, 12 prima di Via Copernico"
11882,V.le Vittorio Veneto prima di Via Lazzaretto
11884,P.za 4 Novembre
11885,P.za 4 Novembre - Stz Centrale
11886,"Via Lazzaretto, 10 prima di V.le Tunisia"
11887,"V.le Tunisia, 24 prima di Via Lazzaretto"
11888,"Via Lazzaretto, 15 prima di V.le Tunisia"
11889,P.za Duca d'Aosta dopo Via Galvani
11890,P.za Duca d'Aosta
11891,"Via Settembrini, 1 dopo P.za Cincinnato"
11892,"Via Settembrini, 2 dopo P.za Cincinnato"
11893,"Via Vitruvio, 41 prima di Via Settembrini"
11895,"V.le Sauro, 38 prima di V.le Zara"
11896,"V.le Sauro, 38 dopo V.le Zara"
11897,"V.le Zara, 38 prima di V.le Sauro (carr.laterale)"
11898,V.le Zara prima di V.le N.Sauro
11901,"Via Pola, 6 prima di Via Rosellini"
11903,"V.le Zara, dopo V.le Marche"
11904,"Via Galvani,  prima di Via M.Gioia"
11905,"Via Galvani, 26 dopo Via M.Gioia"
11906,"V.le Sauro, 2 dopo V.le Restelli"
11907,"V.le Sauro, 5 prima di Via Oldofredi"
11908,"Via M.Gioia, 53 prima di Via Galvani"
11909,"V.le Marche, 21 altezza P.le Massari"
11910,V.le Marche fronte 21 altezza P.le Massari
11911,"Via M.Gioia, 58 prima di Via Tonale"
11912,V.le Sondrio prima di Via M.Gioia
11915,P.za 4 Novembre fronte 5 dopo Via Tarra
11916,"P.za 4 Novembre, 5 prima di Via Tarra"
11917,"V.le Sondrio, 3 prima di Via M.Gioia"
11918,"V.le Sondrio, 2 dopo Via M.Gioia"
11919,"Via M.Gioia, 81 prima di V.le Sondrio"
11921,P.za 4 Novembre
11923,P.za 4 Novembre
11925,"V.le Lunigiana, 23 prima di Via Gioia"
11927,"V.le Cagliero, 19 dopo V.le Stefini"
11928,Via Tonale prima di Via Sammartini
11929,"Via P.te Seveso, 17 prima di Via Tonale"
11930,Via F.Filzi prima di Via Tonale
11931,"Via Tonale, 4 prima di Via P.te Seveso"
11932,"Via M.Gioia, 82 prima di V.le Lunigiana"
11933,"Via M.Gioia, 123 prima di Via Stresa"
11934,Via Sammartini prima di Via Tonale
11936,"V.le Lunigiana, 5 prima di Via P.te Seveso"
11937,"V.le Lunigiana, 7 prima di Via P.te Seveso"
11938,"V.le Lunigiana, 10 prima di Via Copernico"
11939,"V.le Lunigiana, 12 prima di Via M.Gioia"
11940,"Via M.Gioia, 130 dopo Via Braga"
11941,"V.le Cagliero, 3 prima di Via M.Gioia"
11942,"V.le Cagliero, 6 dopo Via M.Gioia"
11944,"V.le Zara, 81 prima di V.le Marche"
11947,"V.le Zara, 129 prima di Via Laurana"
11948,"V.le Zara, 118 prima di Via Bisi Albini"
11950,"P.le Istria, 1 prima di V.le Zara"
11951,Via Lussino prima di P.le Istria
11952,"Via Lussinpiccolo dopo P.le Istria,"
11953,"V.le Suzzani, 12"
11954,V.le Suzzani dopo Via Val Nievole
11955,Via Abbazia dopo P.le Istria
11956,P.le Istria prima di V.le F. Testi
11957,"P.le Istria, 6"
11958,"V.le F.Testi, 25 fronte Via Dolcebuono"
11959,P.za S.Farina prima di Via Valussi
11960,"P.za S.Farina, 15"
11961,"V.le F.Testi, 22 dopo Via Dolcebuono"
11962,"V.le Cagliero, 20 dopo V.le Stefini"
11963,"V.le Ca' Granda, 27 prima di Via De Gasperis"
11964,"V.le Ca' Granda, 22 prima di Via Val Furva"
11965,"Via Monte Rotondo, 8"
11966,V.le Ca' Granda fronte 14 prima di V.le Suzzani
11967,Via Gregorovius prima di Via M.te Rotondo
11968,"V.le Ca' Granda, 14 prima di V.le Suzzani"
11969,"V.le Suzzani, 17 prima di V.le Ca' Granda"
11970,"V.le Suzzani, 58 prima di Via De Martino"
11971,Via Gregorovius dopo Via M.te Rotondo
11972,V.le Ca' Granda fronte 2 prima di V.le Testi
11973,"V.le F.Testi, 69 prima di V.le Ca'Granda"
11974,"V.le Ca' Granda, 2 dopo V.le Testi"
11975,"V.le Suzzani, 88 dopo Via Pianell"
11976,V.le Suzzani dopo Via Menozzi
11977,"V.le F.Testi, 58 dopo V.le Ca' Granda"
11978,"V.le F.Testi, 70 prima di Via Pianell"
11979,"V.le F.Testi, 85 prima di Via Pianell"
11980,V.le Suzzani prima di Via S.Monica
11981,"V.le Suzzani, 119 prima di Via S.Monica"
11982,Via Gregorovius dopo V.le Suzzani
11983,"Via Gregorovius, 3 prima di V.le Suzzani"
11984,"V.le Testi, 74 dopo Via Pianell"
11986,"V.le F.Testi, 117 prima di Via S.Monica"
11994,"Via Palanzone, 30 prima di Via Ornato"
11997,"Via Marmolada, 5 dopo Via Santagostino"
11998,Via Maestri del Lavoro prima di Via Adriatico
11999,"Via Arganini, 30 prima di Via della Pila"
12000,"Via Arganini, 19"
12001,"Via Cecchi, 2 prima di Via Maestri del Lavoro"
12002,"Via della Pila, 47 prima di Via Cecchi"
12003,Via Arganini prima di V.le Suzzani
12004,V.le Esperia fronte 3 dopo V.le Testi
12006,"V.le Suzzani, 142 prima di Via Asturie"
12008,"V.le Suzzani, 225 dopo Via G. da Bussero"
12009,V.le Suzzani prima di Via G. da Bussero
12010,Via Arezzo prima di Via Empoli
12011,"Via Ripamonti, 514"
12012,Via Ripamonti dopo Via Quintosole
12013,Via Ripamonti prima di Via Quintosole
12014,Via Ripamonti fronte 514
12015,"Via Chopin, 50 prima di Via Rogers"
12016,Via Chopin prima di Via Ernesto Rogers
12017,"Via P.Bottoni, 15/17"
12018,"Via P.Bottoni, 9/11"
12019,"Via Quaranta, 52 prima di Via Passo Pordoi"
12020,Via M. d'Agrate prima di Via Passo Pordoi
12021,"Via M. d'Agrate, 28 prima di Via Cassano d'Adda"
12022,"Via M. d'Agrate, 23 dopo Via Cassano d'Adda"
12023,Via M. d'Agrate prima di P.za Angilberto II
12024,"Via M. d'Agrate, 6 dopo Via S.Martiniano"
12025,"Via Ravenna, 14 fronte Via Pomposa"
12026,"Via Comacchio, 3 prima di P.za Angilberto II"
12029,V.le Ortles dopo di Via Calambiana
12030,V.le Ortles dopo Via Calabiana
12031,C.so Lodi fronte 45 dopo P.le Lodi
12032,"C.so Lodi, 45 prima di P.le Lodi"
12033,"C.so Lodi, 50 dopo Via Brembo"
12034,"C.so Lodi, 51 altezza Stz P.ta Romana FS"
12035,V.le Brenta prima di P.za Bonomelli
12036,V.le Brenta dopo P.za Bonomelli
12037,C.so Lodi dopo Via Scrivia
12038,"C.so Lodi, 65 fronte Via Scrivia"
12039,C.so Lodi prima di Via Massarani
12040,"C.so Lodi, 90 prima di V.le Brenta"
12041,V.le Brenta dopo C.so Lodi
12043,V.le Bacchiglione dopo C.so Lodi
12044,C.so Lodi dopo Via Passo Buole
12045,"C.so Lodi, 17 dopo Via L. Papi"
12046,"Via L.Papi, 4 dopo C.so Lodi"
12047,"Via Tiraboschi, 3/a prima di Via Lattuada"
12048,C.so Lodi dopo Via Friuli
12049,"Via Tiraboschi, 2 dopo Via Muratori"
12050,"Via Tiraboschi, 19 prima di Via P.Lombardo"
12051,"Via Bergamo, 21 prima di Via Morosini"
12052,"Via Bergamo, 14 prima di Via Morosini"
12055,P.le Libia dopo Via Tiraboschi
12056,"Via Bergamo, 22 prima di Via Cadore"
12058,"Via Cadore, 51 dopo P.le Libia"
12059,"Via Comelico, 3 prima di Via Cadore"
12060,"Via Cadore, 48 prima di Via Bergamo"
12062,"Via Comelico, 24 prima di Via Friuli"
12063,"Via Cadore, 31 prima di Via Maestri Campionesi"
12064,"Via Tertulliano, 6 prima di Via Lattanzio"
12065,"Via Maj, 20 prima di V.le Umbria"
12066,"V.le Umbria, 63 dopo Via Comelico"
12067,"Via Comelico, 27 prima di Via Friuli"
12068,Via Tertulliano prima di Via Lattanzio
12069,"Via Tito Livio, 12 prima di Via Lattanzio"
12070,"V.le Umbria, 54 dopo Via Tito Livio"
12071,"V.le Umbria, 58 prima di Via Ennio"
12072,"Via Maestri Campionesi, 28 prima di V.le Umbria"
12073,"Via Tertulliano, 30 prima di Via Decembrio"
12074,"Via Tito Livio, 11 prima di Via Lattanzio"
12075,"Via Pistrucci, 10 prima di P.za Imperatore Tito"
12076,"Via Pistrucci, 3 prima di V.le Umbria"
12077,"V.le Umbria, 66 prima di Via Pistrucci"
12078,"V.le Umbria, 85 dopo Via Maestri Campionesi"
12079,"Via Caroncini, 5 prima di Via Tertulliano"
12080,"Via Pistrucci, 23 prima di P.za Imperatore Tito"
12081,"Via Coroncini, 6 prima di P.za Salgari"
12082,"Via Tito Livio, 30 prima di P.za Salgari"
12083,"P.za Insubria, 24 prima di Via Sebino"
12084,"P.le Martini, 4 prima di Via Greppi"
12085,"Via F.lli Campi, 2 prima di V.le M.te Nero"
12086,"V.le M.te Nero, 62 prima di Via Spartaco"
12087,"Via Spartaco, 3 prima di V.le M.te Nero"
12088,"V.le M.te Nero, 63 prima di Via F.Campi"
12089,P.za 5 Giornate prima di C.so 22 Marzo
12090,P.za 5 Giornate prima di V.le M.te Nero
12091,P.za 5 Giornate prima di C.so 22 Marzo
12092,"V.le Premuda, 24 prima di Via Sottocorno"
12093,"V.le Premuda, 17 prima di Via Maestri"
12094,"C.so 22 Marzo, 4 dopo P.za 5 Giornate"
12095,"C.so 22 Marzo, 5 prima di P.za 5 Giornate"
12096,"Via Spartaco, 16 prima di Via Morosini"
12097,"Via Spartaco, 27 prima di Via Morosini"
12098,P.za S.M. del Suffragio
12099,"C.so 22 Marzo, 20 prima di P.za S.M. del Suffragio"
12100,"Via Spartaco, 38 prima di Via Cadore"
12101,"Via Maestri Campionesi, 3 prima di Via Cadore"
12102,"Via Cadore, 24 prima di Via Spartaco"
12104,Via Cadore dopo Via Anfossi
12105,Via Cadore dopo Via Bezzecca
12108,"C.so 22 Marzo, 28 prima di Via Cadore"
12109,Via F.lli Bronzetti prima di C.so 22 Marzo
12110,"Via F.lli Bronzetti, 14 prima di Via Archimede"
12111,C.so 22 Marzo prima di Via F.lli Bronzetti
12112,"Via F.lli Bronzetti, 37 dopo C.so 22 Marzo"
12113,"Via F.lli Bronzetti, 23 prima di Via Archimede"
12114,"V.le Umbria, 107 dopo P.za Cappelli"
12115,"V.le Umbria, 98 prima di Via Arconati"
12116,P.za Cappelli prima di V.le Umbria
12119,V.le Umbria fronte Via Cena
12124,"Via Arconati, 1 prima di V.le Umbria"
12125,"C.so 22 Marzo, 37 prima di P.za Emilia"
12126,"C.so 22 Marzo, 32/a dopo V.le Umbria"
12127,P.za Grandi
12128,"P.za del Tricolore, 2"
12129,"V.le Premuda, 46 prima di C.so Concordia"
12130,"V.le Piave, 1 prima di P.za del Tricolore"
12132,"Via Nino Bixio, 1 prima di V.le Piave"
12133,"V.le Piave, 26 prima di Via Nino Bixio"
12136,P.za 8 Novembre angolo Via Frisi
12137,"P.za Risorgimento, 8 prima di Via Fiamma"
12138,"P.za Risorgimento, 7 dopo Via Pisacane"
12139,"Via Nino Bixio, 22 prima di Via Pisacane"
12140,"Via Nino Bixio, 31 prima di Via Pisacane"
12141,P.za 8 Novembre angolo Via Maiocchi
12142,"C.so Indipendenza, 18 prima di Via Bronzetti"
12143,"Via Castel Morrone, 1 prima di C.so Indipendenza"
12144,"Via Castel Morrone, 19 prima di Via G.Modena"
12145,"Via Nino Bixio, 42 prima di P.za M.Adelaide di Savoia"
12146,"V.le Reg.Giovanna, 42 prima di P.za M.Adelaide di Savoia"
12147,"Via Eustachi, 3 prima di P.za M.Adelaide di Savoia"
12148,"Via Eustachi, 21 prima di Via Maiocchi"
12149,"Via F.lli Bronzetti, 1 prima di C.so Indipendenza"
12150,"C.so Indipendenza, 21 prima di Via Castel Morrone"
12151,"Via Castel Morrone, 14 prima di Via G.Modena"
12152,"Via G.Modena, 25 dopo Via Uberti"
12153,"Via Castel Morrone, 34 prima di P.za M.Adelaide di Savoia"
12154,"Via degli Scipioni, 1/a prima di P.za M.Adelaide di Savoia"
12155,"Via Eustachi, 20 prima di Via Hayez"
12160,"V.le dei Mille, 23 prima di Via G.Modena"
