lat,lon,geometry,pois_type,pois_specific,pois_f,category
45.4636,9.150272,POINT (9.150272369384766 45.46360015869141),amenity,place_of_worship,amenity,leisure
45.45576,9.138,POINT (9.137999534606934 45.45576095581055),amenity,place_of_worship,amenity,leisure
45.4613,9.154473,POINT (9.154473304748535 45.46129989624023),amenity,restaurant,amenityfood,food
45.452396,9.15463,POINT (9.154629707336426 45.45239639282227),amenity,cinema,amenity,leisure
45.46043,9.175277,POINT (9.175276756286621 45.46043014526367),shop,lighting,shop,leisure
45.531357,9.222224,POINT (9.222224235534668 45.53135681152344),shop,car,shop,leisure
45.570843,9.190426,POINT (9.190425872802734 45.57084274291992),shop,tyres,shop,leisure
45.46046,9.155002,POINT (9.155001640319824 45.4604606628418),shop,bakery,shop,leisure
45.461636,9.138043,POINT (9.138043403625488 45.46163558959961),amenity,pub,amenityfood,food
45.48501,9.005277,POINT (9.005276679992676 45.48500823974609),amenity,place_of_worship,amenity,leisure
45.476627,9.2275,POINT (9.227499961853027 45.47662734985352),school,university,school,school
45.459385,9.133576,POINT (9.133576393127441 45.45938491821289),amenity,place_of_worship,amenity,leisure
45.561024,9.228577,POINT (9.22857666015625 45.5610237121582),shop,supermarket,shop,leisure
45.52194,9.216144,POINT (9.216143608093262 45.52193832397461),amenity,cinema,amenity,leisure
45.49969,9.208385,POINT (9.208385467529297 45.49969100952148),leisure,swimming_pool,leisure,leisure
45.447586,9.142001,POINT (9.142001152038574 45.44758605957031),shop,supermarket,shop,leisure
45.450447,9.204457,POINT (9.20445728302002 45.45044708251953),amenity,place_of_worship,amenity,leisure
45.465122,9.192365,POINT (9.192364692687988 45.46512222290039),amenity,cinema,amenity,leisure
45.465595,9.1979,POINT (9.19789981842041 45.46559524536133),amenity,fast_food,amenityfood,food
45.48057,9.187876,POINT (9.187875747680664 45.48057174682617),shop,mall,shop,leisure
45.488144,9.162351,POINT (9.162350654602051 45.48814392089844),shop,newsagent,shop,leisure
45.487915,9.165546,POINT (9.165546417236328 45.4879150390625),shop,newsagent,shop,leisure
45.478844,9.18273,POINT (9.182729721069336 45.47884368896484),amenity,place_of_worship,amenity,leisure
45.475143,9.189336,POINT (9.189335823059082 45.47514343261719),amenity,place_of_worship,amenity,leisure
45.45516,9.156672,POINT (9.156671524047852 45.45515823364258),amenity,place_of_worship,amenity,leisure
45.487988,9.241803,POINT (9.241803169250488 45.48798751831055),shop,supermarket,shop,leisure
45.486458,9.237513,POINT (9.237512588500977 45.48645782470703),shop,kiosk,shop,leisure
45.486023,9.233585,POINT (9.233585357666016 45.48602294921875),shop,newsagent,shop,leisure
45.490143,9.145401,POINT (9.145401000976563 45.49014282226563),shop,supermarket,shop,leisure
45.496635,9.151146,POINT (9.151145935058594 45.49663543701172),amenity,place_of_worship,amenity,leisure
45.496216,9.150107,POINT (9.150107383728027 45.4962158203125),shop,newsagent,shop,leisure
45.499004,9.19689,POINT (9.196889877319336 45.49900436401367),shop,newsagent,shop,leisure
45.505642,9.424515,POINT (9.424514770507813 45.50564193725586),shop,newsagent,shop,leisure
45.505665,9.424944,POINT (9.424943923950195 45.50566482543945),leisure,playground,leisure,leisure
45.50129,9.430696,POINT (9.430695533752441 45.50128936767578),shop,supermarket,shop,leisure
45.501343,9.4302225,POINT (9.430222511291504 45.5013427734375),shop,newsagent,shop,leisure
45.50174,9.429527,POINT (9.429527282714844 45.50173950195313),leisure,playground,leisure,leisure
45.501995,9.431331,POINT (9.431330680847168 45.50199508666992),leisure,playground,leisure,leisure
45.50703,9.420412,POINT (9.420412063598633 45.50703048706055),leisure,playground,leisure,leisure
45.50638,9.429422,POINT (9.429422378540039 45.50637817382813),shop,supermarket,shop,leisure
45.50728,9.429958,POINT (9.429958343505859 45.50727844238281),leisure,playground,leisure,leisure
45.458546,9.144781,POINT (9.144781112670898 45.45854568481445),amenity,place_of_worship,amenity,leisure
45.4508,9.198035,POINT (9.19803524017334 45.45080184936523),shop,supermarket,shop,leisure
45.450672,9.203765,POINT (9.203764915466309 45.4506721496582),amenity,pub,amenityfood,food
45.491364,9.16199,POINT (9.161990165710449 45.49136352539063),shop,newsagent,shop,leisure
45.48855,9.165327,POINT (9.165327072143555 45.48854827880859),amenity,restaurant,amenityfood,food
45.488018,9.166226,POINT (9.166226387023926 45.48801803588867),shop,supermarket,shop,leisure
45.488796,9.165063,POINT (9.16506290435791 45.48879623413086),shop,supermarket,shop,leisure
45.46706,9.140809,POINT (9.140809059143066 45.46706008911133),amenity,place_of_worship,amenity,leisure
45.46232,9.148846,POINT (9.148845672607422 45.46231842041016),shop,supermarket,shop,leisure
45.46001,9.155001,POINT (9.155000686645508 45.46001052856445),shop,newsagent,shop,leisure
45.488495,9.234868,POINT (9.234868049621582 45.48849487304688),office,company,office,office
45.49105,9.239095,POINT (9.239094734191895 45.49105072021484),amenity,pub,amenityfood,food
45.486053,9.241036,POINT (9.241036415100098 45.48605346679688),shop,newsagent,shop,leisure
45.491245,9.244436,POINT (9.244436264038086 45.49124526977539),amenity,restaurant,amenityfood,food
45.491226,9.2406225,POINT (9.240622520446777 45.49122619628906),shop,newsagent,shop,leisure
45.497383,9.429836,POINT (9.429836273193359 45.49738311767578),leisure,playground,leisure,leisure
45.495575,9.425489,POINT (9.42548942565918 45.49557495117188),leisure,playground,leisure,leisure
45.50001,9.42451,POINT (9.42451000213623 45.5000114440918),shop,bakery,shop,leisure
45.50503,9.424673,POINT (9.424673080444336 45.50503158569336),shop,bakery,shop,leisure
45.504272,9.422666,POINT (9.422665596008301 45.5042724609375),shop,bicycle,shop,leisure
45.504185,9.422622,POINT (9.422621726989746 45.50418472290039),shop,butcher,shop,leisure
45.500122,9.420373,POINT (9.42037296295166 45.5001220703125),shop,bakery,shop,leisure
45.492863,9.225327,POINT (9.225326538085938 45.49286270141602),office,association,office,office
45.494297,9.222434,POINT (9.222434043884277 45.49429702758789),leisure,playground,leisure,leisure
45.49645,9.226539,POINT (9.22653865814209 45.4964485168457),school,school,school,school
45.49605,9.224082,POINT (9.224081993103027 45.49605178833008),school,school,school,school
45.493793,9.225057,POINT (9.225056648254395 45.49379348754883),leisure,playground,leisure,leisure
45.494774,9.222673,POINT (9.222673416137695 45.49477386474609),leisure,playground,leisure,leisure
45.48921,9.219238,POINT (9.21923828125 45.48920822143555),school,school,school,school
45.439,9.155759,POINT (9.155758857727051 45.43899917602539),amenity,place_of_worship,amenity,leisure
45.45128,9.202676,POINT (9.202675819396973 45.45127868652344),shop,supermarket,shop,leisure
45.49449,9.221509,POINT (9.221508979797363 45.49449157714844),amenity,restaurant,amenityfood,food
45.427666,9.139814,POINT (9.139814376831055 45.42766571044922),amenity,restaurant,amenityfood,food
45.43128,9.162674,POINT (9.162673950195313 45.43127822875977),shop,convenience,shop,leisure
45.46655,9.161861,POINT (9.161861419677734 45.46654891967773),amenity,cinema,amenity,leisure
45.456944,9.169526,POINT (9.169526100158691 45.45694351196289),amenity,cinema,amenity,leisure
45.478455,9.1850605,POINT (9.185060501098633 45.47845458984375),amenity,pub,amenityfood,food
45.479923,9.183269,POINT (9.183268547058105 45.47992324829102),amenity,pub,amenityfood,food
45.479733,9.188973,POINT (9.188973426818848 45.47973251342773),amenity,pub,amenityfood,food
45.478596,9.18426,POINT (9.184260368347168 45.47859573364258),amenity,restaurant,amenityfood,food
45.477657,9.184083,POINT (9.184082984924316 45.47765731811523),amenity,restaurant,amenityfood,food
45.47821,9.184262,POINT (9.184262275695801 45.47821044921875),amenity,restaurant,amenityfood,food
45.464985,9.155411,POINT (9.155410766601563 45.46498489379883),amenity,restaurant,amenityfood,food
45.464066,9.1553135,POINT (9.155313491821289 45.46406555175781),shop,supermarket,shop,leisure
45.461773,9.151661,POINT (9.151660919189453 45.46177291870117),shop,bakery,shop,leisure
45.460075,9.1565,POINT (9.156499862670898 45.46007537841797),amenity,restaurant,amenityfood,food
45.457397,9.151708,POINT (9.151707649230957 45.4573974609375),shop,newsagent,shop,leisure
45.46172,9.153756,POINT (9.153756141662598 45.46171951293945),shop,dry_cleaning,shop,leisure
45.462624,9.157709,POINT (9.157709121704102 45.46262359619141),amenity,restaurant,amenityfood,food
45.466717,9.159693,POINT (9.159692764282227 45.46671676635742),shop,bakery,shop,leisure
45.46186,9.154681,POINT (9.154681205749512 45.46186065673828),shop,bicycle,shop,leisure
45.458813,9.170768,POINT (9.170767784118652 45.45881271362305),amenity,pub,amenityfood,food
45.467415,9.155527,POINT (9.155527114868164 45.46741485595703),amenity,fast_food,amenityfood,food
45.500427,9.165308,POINT (9.165307998657227 45.50042724609375),shop,supermarket,shop,leisure
45.438873,9.162694,POINT (9.162693977355957 45.43887329101563),school,school,school,school
45.444138,9.157897,POINT (9.157896995544434 45.44413757324219),school,school,school,school
45.444496,9.157809,POINT (9.157809257507324 45.44449615478516),school,school,school,school
45.517822,9.227709,POINT (9.22770881652832 45.517822265625),amenity,place_of_worship,amenity,leisure
45.467587,9.152098,POINT (9.152097702026367 45.46758651733398),amenity,fast_food,amenityfood,food
45.468365,9.154999,POINT (9.154998779296875 45.46836471557617),shop,supermarket,shop,leisure
45.460228,9.156574,POINT (9.156574249267578 45.46022796630859),shop,bakery,shop,leisure
45.459522,9.155051,POINT (9.155051231384277 45.45952224731445),shop,dry_cleaning,shop,leisure
45.467155,9.159181,POINT (9.159180641174316 45.46715545654297),amenity,ice_cream,amenityfood,food
45.46727,9.159883,POINT (9.159882545471191 45.46726989746094),amenity,fast_food,amenityfood,food
45.46206,9.135895,POINT (9.135894775390625 45.46205902099609),shop,doityourself,shop,leisure
45.463654,9.132382,POINT (9.132382392883301 45.46365356445313),shop,supermarket,shop,leisure
45.466785,9.15233,POINT (9.15233039855957 45.4667854309082),amenity,pub,amenityfood,food
45.46694,9.152719,POINT (9.152718544006348 45.46694183349609),amenity,ice_cream,amenityfood,food
45.494957,9.184981,POINT (9.184981346130371 45.49495697021484),amenity,fast_food,amenityfood,food
45.495117,9.185067,POINT (9.185067176818848 45.4951171875),shop,doityourself,shop,leisure
45.495464,9.185228,POINT (9.18522834777832 45.49546432495117),shop,supermarket,shop,leisure
45.488792,9.196634,POINT (9.196634292602539 45.48879241943359),amenity,restaurant,amenityfood,food
45.493813,9.19859,POINT (9.198590278625488 45.49381256103516),amenity,restaurant,amenityfood,food
45.494915,9.198145,POINT (9.198144912719727 45.49491500854492),amenity,pub,amenityfood,food
45.495075,9.197087,POINT (9.197087287902832 45.49507522583008),amenity,pub,amenityfood,food
45.489323,9.18884,POINT (9.188839912414551 45.48932266235352),amenity,pub,amenityfood,food
45.487003,9.194031,POINT (9.19403076171875 45.48700332641602),office,government,office,office
45.5142,9.208342,POINT (9.208341598510742 45.51419830322266),amenity,pub,amenityfood,food
45.514477,9.20771,POINT (9.207710266113281 45.51447677612305),amenity,restaurant,amenityfood,food
45.453148,9.179615,POINT (9.179615020751953 45.45314788818359),amenity,fast_food,amenityfood,food
45.46816,9.206764,POINT (9.206764221191406 45.46815872192383),shop,sports,shop,leisure
45.46775,9.210488,POINT (9.210488319396973 45.46775054931641),shop,kiosk,shop,leisure
45.46781,9.210445,POINT (9.210445404052734 45.46781158447266),shop,florist,shop,leisure
45.467503,9.212546,POINT (9.212546348571777 45.46750259399414),shop,supermarket,shop,leisure
45.468246,9.22242,POINT (9.222419738769531 45.46824645996094),shop,supermarket,shop,leisure
45.470703,9.2239,POINT (9.223899841308594 45.470703125),shop,kiosk,shop,leisure
45.47416,9.218403,POINT (9.218402862548828 45.47415924072266),shop,supermarket,shop,leisure
45.488792,9.194399,POINT (9.194398880004883 45.48879241943359),amenity,cafe,amenityfood,food
45.4882,9.195345,POINT (9.195344924926758 45.48820114135742),amenity,cafe,amenityfood,food
45.44218,9.13337,POINT (9.133370399475098 45.44218063354492),shop,bakery,shop,leisure
45.43905,9.137612,POINT (9.137612342834473 45.43904876708984),school,school,school,school
45.438892,9.137356,POINT (9.137355804443359 45.43889236450195),school,school,school,school
45.44032,9.1408615,POINT (9.140861511230469 45.4403190612793),school,school,school,school
45.440254,9.140735,POINT (9.140734672546387 45.44025421142578),school,school,school,school
45.44031,9.150604,POINT (9.150604248046875 45.44031143188477),shop,florist,shop,leisure
45.528366,9.227026,POINT (9.227025985717773 45.52836608886719),amenity,restaurant,amenityfood,food
45.455196,9.148419,POINT (9.148419380187988 45.45519638061523),shop,newsagent,shop,leisure
45.494488,9.195995,POINT (9.195995330810547 45.49448776245117),amenity,restaurant,amenityfood,food
45.466328,9.165094,POINT (9.165094375610352 45.46632766723633),shop,florist,shop,leisure
45.46627,9.165462,POINT (9.165461540222168 45.46627044677734),shop,newsagent,shop,leisure
45.461,9.152837,POINT (9.152836799621582 45.46099853515625),amenity,pub,amenityfood,food
45.480946,9.225298,POINT (9.225297927856445 45.4809455871582),amenity,cafe,amenityfood,food
45.55027,9.235036,POINT (9.23503589630127 45.55027008056641),school,school,school,school
45.459614,9.206415,POINT (9.206415176391602 45.45961380004883),amenity,pub,amenityfood,food
45.465652,9.221314,POINT (9.221314430236816 45.46565246582031),amenity,cafe,amenityfood,food
45.464558,9.223548,POINT (9.22354793548584 45.46455764770508),shop,laundry,shop,leisure
45.46701,9.128596,POINT (9.128596305847168 45.46701049804688),shop,supermarket,shop,leisure
45.469685,9.134199,POINT (9.134199142456055 45.46968460083008),shop,supermarket,shop,leisure
45.47127,9.137289,POINT (9.137289047241211 45.47127151489258),shop,butcher,shop,leisure
45.47867,9.189285,POINT (9.189285278320313 45.47866821289063),amenity,restaurant,amenityfood,food
45.498096,9.428845,POINT (9.428845405578613 45.49809646606445),shop,newsagent,shop,leisure
45.498997,9.425386,POINT (9.425386428833008 45.49899673461914),shop,bakery,shop,leisure
45.499523,9.423086,POINT (9.423086166381836 45.4995231628418),shop,bakery,shop,leisure
45.498512,9.423189,POINT (9.423189163208008 45.49851226806641),shop,bakery,shop,leisure
45.496643,9.423119,POINT (9.423118591308594 45.49664306640625),shop,bakery,shop,leisure
45.45041,9.169272,POINT (9.169272422790527 45.45040893554688),amenity,pub,amenityfood,food
45.451847,9.17768,POINT (9.177680015563965 45.45184707641602),amenity,pub,amenityfood,food
45.452057,9.175291,POINT (9.175291061401367 45.45205688476563),amenity,restaurant,amenityfood,food
45.45079,9.169268,POINT (9.169267654418945 45.45079040527344),amenity,restaurant,amenityfood,food
45.54928,9.245667,POINT (9.245667457580566 45.54927825927734),shop,newsagent,shop,leisure
45.456944,9.1587,POINT (9.158699989318848 45.45694351196289),shop,supermarket,shop,leisure
45.503292,9.425365,POINT (9.425365447998047 45.50329208374023),amenity,restaurant,amenityfood,food
45.504658,9.426632,POINT (9.426631927490234 45.50465774536133),amenity,fast_food,amenityfood,food
45.50141,9.428799,POINT (9.428798675537109 45.50141143798828),amenity,fast_food,amenityfood,food
45.46119,9.186723,POINT (9.186722755432129 45.46118927001953),school,university,school,school
45.46569,9.175656,POINT (9.175656318664551 45.46569061279297),amenity,pub,amenityfood,food
45.570892,9.198459,POINT (9.198458671569824 45.57089233398438),amenity,restaurant,amenityfood,food
45.461533,9.135897,POINT (9.135896682739258 45.46153259277344),amenity,restaurant,amenityfood,food
45.460045,9.155133,POINT (9.155133247375488 45.46004486083984),shop,doityourself,shop,leisure
45.488945,9.188169,POINT (9.188168525695801 45.48894500732422),amenity,place_of_worship,amenity,leisure
45.4859,9.168171,POINT (9.168170928955078 45.48590087890625),amenity,restaurant,amenityfood,food
45.486687,9.167087,POINT (9.167086601257324 45.48668670654297),amenity,bar,amenityfood,food
45.488705,9.1644535,POINT (9.164453506469727 45.48870468139648),shop,car,shop,leisure
45.470863,9.24307,POINT (9.243069648742676 45.47086334228516),amenity,restaurant,amenityfood,food
45.476517,9.22681,POINT (9.226810455322266 45.47651672363281),shop,bicycle,shop,leisure
45.475708,9.223369,POINT (9.223368644714355 45.4757080078125),amenity,pub,amenityfood,food
45.555943,9.185932,POINT (9.185932159423828 45.55594253540039),amenity,restaurant,amenityfood,food
45.57002,9.190382,POINT (9.19038200378418 45.57001876831055),amenity,restaurant,amenityfood,food
45.571144,9.19119,POINT (9.191189765930176 45.57114410400391),amenity,cafe,amenityfood,food
45.50515,9.42489,POINT (9.42488956451416 45.50514984130859),shop,butcher,shop,leisure
45.495167,9.421044,POINT (9.42104434967041 45.49516677856445),leisure,playground,leisure,leisure
45.404247,9.153661,POINT (9.153660774230957 45.40424728393555),shop,hifi,shop,leisure
45.517235,9.191795,POINT (9.191795349121094 45.51723480224609),amenity,restaurant,amenityfood,food
45.462337,9.226827,POINT (9.226826667785645 45.46233749389648),shop,supermarket,shop,leisure
45.46259,9.230017,POINT (9.230016708374023 45.46258926391602),shop,pet,shop,leisure
45.48021,9.201655,POINT (9.201655387878418 45.48020935058594),amenity,place_of_worship,amenity,leisure
45.45226,9.152909,POINT (9.152909278869629 45.4522590637207),shop,pet,shop,leisure
45.4509,9.150032,POINT (9.150032043457031 45.45090103149414),shop,florist,shop,leisure
45.45022,9.151306,POINT (9.15130615234375 45.45021820068359),amenity,cafe,amenityfood,food
45.452618,9.14525,POINT (9.14525032043457 45.45261764526367),shop,bakery,shop,leisure
45.454967,9.1358595,POINT (9.135859489440918 45.4549674987793),shop,newsagent,shop,leisure
45.487625,9.193316,POINT (9.193316459655762 45.48762512207031),shop,newsagent,shop,leisure
45.502914,9.2107935,POINT (9.210793495178223 45.50291442871094),school,school,school,school
45.480213,9.201232,POINT (9.201231956481934 45.4802131652832),amenity,cafe,amenityfood,food
45.480175,9.201592,POINT (9.201592445373535 45.48017501831055),amenity,pub,amenityfood,food
45.4803,9.20166,POINT (9.20166015625 45.48030090332031),amenity,pub,amenityfood,food
45.481865,9.203625,POINT (9.203624725341797 45.48186492919922),amenity,cafe,amenityfood,food
45.45591,9.136619,POINT (9.136618614196777 45.45590972900391),amenity,restaurant,amenityfood,food
45.448193,9.138412,POINT (9.138412475585938 45.44819259643555),amenity,restaurant,amenityfood,food
45.461174,9.155149,POINT (9.155149459838867 45.46117401123047),amenity,cafe,amenityfood,food
45.45699,9.154408,POINT (9.15440845489502 45.45698928833008),shop,video,shop,leisure
45.479927,9.203413,POINT (9.203413009643555 45.47992706298828),shop,convenience,shop,leisure
45.516697,9.311791,POINT (9.31179141998291 45.51669692993164),leisure,sports_centre,leisure,leisure
45.44461,9.141827,POINT (9.141826629638672 45.44461059570313),amenity,pub,amenityfood,food
45.446968,9.1612835,POINT (9.161283493041992 45.44696807861328),amenity,cafe,amenityfood,food
45.473362,9.229535,POINT (9.229535102844238 45.47336196899414),amenity,bar,amenityfood,food
45.563957,9.189158,POINT (9.18915843963623 45.56395721435547),leisure,sports_centre,leisure,leisure
45.563213,9.186593,POINT (9.186593055725098 45.56321334838867),shop,frozen_food,shop,leisure
45.562733,9.185986,POINT (9.185985565185547 45.5627326965332),shop,car,shop,leisure
45.557957,9.179733,POINT (9.179733276367188 45.55795669555664),amenity,fast_food,amenityfood,food
45.55482,9.173875,POINT (9.173874855041504 45.5548210144043),amenity,cafe,amenityfood,food
45.5547,9.173624,POINT (9.173624038696289 45.5546989440918),amenity,fast_food,amenityfood,food
45.445198,9.144699,POINT (9.144699096679688 45.44519805908203),amenity,pub,amenityfood,food
45.445164,9.144516,POINT (9.144515991210938 45.44516372680664),amenity,restaurant,amenityfood,food
45.444805,9.142884,POINT (9.142884254455566 45.44480514526367),amenity,restaurant,amenityfood,food
45.49499,9.197598,POINT (9.197598457336426 45.49499130249023),shop,newsagent,shop,leisure
45.497288,9.19165,POINT (9.191650390625 45.49728775024414),shop,newsagent,shop,leisure
45.489967,9.188966,POINT (9.188965797424316 45.48996734619141),amenity,restaurant,amenityfood,food
45.454792,9.216476,POINT (9.216476440429688 45.45479202270508),amenity,pub,amenityfood,food
45.454147,9.2159815,POINT (9.215981483459473 45.45414733886719),amenity,restaurant,amenityfood,food
45.455875,9.205697,POINT (9.205697059631348 45.45587539672852),amenity,restaurant,amenityfood,food
45.44828,9.159155,POINT (9.159154891967773 45.44828033447266),shop,greengrocer,shop,leisure
45.447628,9.15615,POINT (9.156149864196777 45.44762802124023),amenity,cafe,amenityfood,food
45.557076,9.186731,POINT (9.186731338500977 45.55707550048828),shop,bicycle,shop,leisure
45.55913,9.18574,POINT (9.18574047088623 45.55913162231445),amenity,restaurant,amenityfood,food
45.556564,9.172207,POINT (9.172206878662109 45.55656433105469),shop,hairdresser,shop,leisure
45.552227,9.183942,POINT (9.183941841125488 45.55222702026367),shop,convenience,shop,leisure
45.552418,9.184035,POINT (9.184035301208496 45.55241775512695),amenity,cafe,amenityfood,food
45.55201,9.185423,POINT (9.185422897338867 45.55200958251953),shop,bakery,shop,leisure
45.55221,9.185809,POINT (9.185809135437012 45.55221176147461),shop,optician,shop,leisure
45.553963,9.197449,POINT (9.19744873046875 45.55396270751953),amenity,cafe,amenityfood,food
45.553917,9.197245,POINT (9.197244644165039 45.55391693115234),shop,bakery,shop,leisure
45.55254,9.192759,POINT (9.192758560180664 45.55253982543945),shop,bookmaker,shop,leisure
45.552765,9.192471,POINT (9.192470550537109 45.55276489257813),shop,dry_cleaning,shop,leisure
45.55219,9.189769,POINT (9.18976879119873 45.55218887329102),amenity,restaurant,amenityfood,food
45.551735,9.187606,POINT (9.187605857849121 45.55173492431641),shop,electronics,shop,leisure
45.55153,9.186612,POINT (9.186612129211426 45.55152893066406),amenity,cafe,amenityfood,food
45.551315,9.185945,POINT (9.185944557189941 45.55131530761719),amenity,restaurant,amenityfood,food
45.551483,9.186414,POINT (9.186413764953613 45.55148315429688),shop,bakery,shop,leisure
45.551094,9.185395,POINT (9.185395240783691 45.55109405517578),shop,hardware,shop,leisure
45.550465,9.181313,POINT (9.181312561035156 45.55046463012695),amenity,cafe,amenityfood,food
45.55016,9.179185,POINT (9.179184913635254 45.5501594543457),shop,butcher,shop,leisure
45.55051,9.177643,POINT (9.177642822265625 45.55051040649414),amenity,restaurant,amenityfood,food
45.549923,9.177624,POINT (9.177623748779297 45.54992294311523),amenity,cafe,amenityfood,food
45.54958,9.175552,POINT (9.175552368164063 45.54957962036133),amenity,restaurant,amenityfood,food
45.548466,9.175907,POINT (9.175907135009766 45.54846572875977),amenity,pub,amenityfood,food
45.549557,9.178434,POINT (9.178434371948242 45.54955673217773),amenity,cafe,amenityfood,food
45.549843,9.178592,POINT (9.178591728210449 45.54984283447266),amenity,cafe,amenityfood,food
45.549854,9.178713,POINT (9.178712844848633 45.54985427856445),shop,butcher,shop,leisure
45.549927,9.179365,POINT (9.179365158081055 45.5499267578125),amenity,cafe,amenityfood,food
45.550198,9.181529,POINT (9.18152904510498 45.55019760131836),amenity,cafe,amenityfood,food
45.5502,9.181626,POINT (9.181626319885254 45.55020141601563),shop,optician,shop,leisure
45.550346,9.182628,POINT (9.18262767791748 45.55034637451172),shop,mobile_phone,shop,leisure
45.55037,9.1827545,POINT (9.182754516601563 45.55036926269531),shop,hairdresser,shop,leisure
45.550446,9.183276,POINT (9.183276176452637 45.55044555664063),amenity,cafe,amenityfood,food
45.550495,9.183503,POINT (9.183503150939941 45.55049514770508),shop,chemist,shop,leisure
45.550632,9.184293,POINT (9.184292793273926 45.55063247680664),amenity,cafe,amenityfood,food
45.550716,9.184771,POINT (9.184770584106445 45.55071640014648),amenity,restaurant,amenityfood,food
45.550655,9.184319,POINT (9.184318542480469 45.55065536499023),amenity,ice_cream,amenityfood,food
45.550694,9.185926,POINT (9.18592643737793 45.55069351196289),shop,shoes,shop,leisure
45.551224,9.18652,POINT (9.186519622802734 45.55122375488281),shop,car,shop,leisure
45.551254,9.186654,POINT (9.186654090881348 45.55125427246094),shop,hardware,shop,leisure
45.55127,9.186719,POINT (9.186718940734863 45.55126953125),shop,dry_cleaning,shop,leisure
45.551357,9.187102,POINT (9.187102317810059 45.55135726928711),amenity,restaurant,amenityfood,food
45.551613,9.188228,POINT (9.188227653503418 45.55161285400391),office,estate_agent,office,office
45.551624,9.188299,POINT (9.188299179077148 45.5516242980957),shop,hairdresser,shop,leisure
45.552555,9.192833,POINT (9.192832946777344 45.55255508422852),shop,optician,shop,leisure
45.552567,9.192908,POINT (9.19290828704834 45.55256652832031),shop,butcher,shop,leisure
45.556465,9.191724,POINT (9.191723823547363 45.55646514892578),shop,supermarket,shop,leisure
45.555717,9.184667,POINT (9.184666633605957 45.55571746826172),shop,kiosk,shop,leisure
45.55561,9.185191,POINT (9.18519115447998 45.55561065673828),shop,supermarket,shop,leisure
45.55186,9.17489,POINT (9.17488956451416 45.55186080932617),amenity,cafe,amenityfood,food
45.550373,9.175023,POINT (9.175023078918457 45.55037307739258),shop,hairdresser,shop,leisure
45.550053,9.175386,POINT (9.175386428833008 45.55005264282227),shop,motorcycle,shop,leisure
45.54914,9.175359,POINT (9.175358772277832 45.54914093017578),office,estate_agent,office,office
45.548336,9.175656,POINT (9.175656318664551 45.54833602905273),shop,butcher,shop,leisure
45.548332,9.175363,POINT (9.175362586975098 45.54833221435547),shop,convenience,shop,leisure
45.548443,9.175228,POINT (9.175228118896484 45.54844284057617),shop,hairdresser,shop,leisure
45.5501,9.177105,POINT (9.177104949951172 45.55009841918945),amenity,cafe,amenityfood,food
45.55148,9.176087,POINT (9.176087379455566 45.55147933959961),amenity,community_centre,amenity,leisure
45.553223,9.175468,POINT (9.175468444824219 45.55322265625),shop,vehicle_inspection,shop,leisure
45.550663,9.18103,POINT (9.1810302734375 45.55066299438477),amenity,restaurant,amenityfood,food
45.550568,9.181053,POINT (9.181053161621094 45.55056762695313),amenity,cafe,amenityfood,food
45.55194,9.182641,POINT (9.18264102935791 45.55194091796875),shop,clothes,shop,leisure
45.552025,9.1839905,POINT (9.183990478515625 45.55202484130859),amenity,cafe,amenityfood,food
45.469696,9.228065,POINT (9.22806453704834 45.46969604492188),amenity,pub,amenityfood,food
45.47051,9.22688,POINT (9.226880073547363 45.47050857543945),amenity,pub,amenityfood,food
45.55102,9.184381,POINT (9.184380531311035 45.55102157592773),shop,hairdresser,shop,leisure
45.551777,9.185117,POINT (9.185116767883301 45.55177688598633),shop,car_repair,shop,leisure
45.55218,9.186317,POINT (9.186317443847656 45.55218124389648),shop,vacant,shop,leisure
45.55277,9.1863,POINT (9.186300277709961 45.55276870727539),amenity,restaurant,amenityfood,food
45.48875,9.187111,POINT (9.187110900878906 45.48875045776367),amenity,pub,amenityfood,food
45.549973,9.1949,POINT (9.194899559020996 45.54997253417969),shop,hairdresser,shop,leisure
45.550026,9.19497,POINT (9.19497013092041 45.55002593994141),amenity,ice_cream,amenityfood,food
45.460354,9.156386,POINT (9.156386375427246 45.46035385131836),shop,car_repair,shop,leisure
45.459698,9.15586,POINT (9.15585994720459 45.45969772338867),shop,hairdresser,shop,leisure
45.46034,9.155145,POINT (9.155144691467285 45.4603385925293),amenity,cafe,amenityfood,food
45.45963,9.155063,POINT (9.155062675476074 45.45962905883789),amenity,cafe,amenityfood,food
45.45976,9.155061,POINT (9.155060768127441 45.45975875854492),shop,watches,shop,leisure
45.459095,9.154535,POINT (9.154535293579102 45.4590950012207),amenity,cafe,amenityfood,food
45.459785,9.154504,POINT (9.15450382232666 45.45978546142578),shop,shoes,shop,leisure
45.461662,9.153409,POINT (9.153409004211426 45.46166229248047),amenity,cafe,amenityfood,food
45.46757,9.155541,POINT (9.15554141998291 45.46757125854492),amenity,restaurant,amenityfood,food
45.45871,9.206164,POINT (9.206164360046387 45.45870971679688),amenity,pub,amenityfood,food
45.40321,9.037509,POINT (9.037508964538574 45.4032096862793),leisure,playground,leisure,leisure
45.448807,9.162475,POINT (9.162474632263184 45.44880676269531),amenity,ice_cream,amenityfood,food
45.448944,9.162386,POINT (9.162385940551758 45.44894409179688),amenity,cafe,amenityfood,food
45.475048,9.183437,POINT (9.183437347412109 45.47504806518555),shop,bicycle,shop,leisure
