,0,1
835,10896,11205
836,10896,10895
837,10896,11207
838,10890,10893
839,10890,17038
840,10890,10889
841,10890,10887
842,11204,11203
843,11212,11184
844,11212,11176
845,11212,11175
846,11212,17756
847,11187,11193
848,11187,11194
849,11187,11195
850,11187,11196
851,11187,11192
852,11179,11182
853,11179,11181
854,11179,11178
855,11179,11177
856,11191,11190
857,11198,11199
858,17553,11443
859,17553,17559
860,17553,11445
861,17553,11444
862,11182,11181
863,11182,11178
864,11182,11177
865,11193,11194
866,11193,11195
867,11193,11196
868,11193,11192
869,11184,11176
870,11184,11175
871,11184,17756
872,10893,17038
873,10893,10889
874,10893,10887
875,10894,11205
876,10894,10895
877,10894,11207
878,10897,11242
879,10897,11210
880,10897,10898
881,10897,11209
882,10897,11211
883,10897,11208
884,11242,11244
885,11242,11243
886,11242,11210
887,11242,10898
888,11242,17753
889,11242,19617
890,11242,12936
891,11242,11211
892,11242,11208
893,11242,13237
894,11242,11250
895,11246,11244
896,11246,13237
897,11246,11248
898,11246,11247
899,11246,11250
900,11251,11253
901,11289,11285
902,11289,11286
903,17614,15665
904,17615,11587
905,17615,11577
906,17615,11588
907,17615,17853
908,17328,11589
909,17328,11590
910,17328,11587
911,17328,11588
912,17328,17327
913,17329,15671
914,17329,15666
915,17330,17331
916,11860,11864
917,11860,11605
918,11860,11861
919,11860,11606
920,11864,11862
921,11864,11861
922,11874,11867
923,11880,15528
924,15528,16053
925,15528,11881
926,11915,16875
927,11915,11885
928,11915,11884
929,11915,16851
930,11915,11921
931,11915,11923
932,11930,11928
933,11930,11884
934,11930,11921
935,11930,11934
936,11930,11923
937,11930,11931
938,15270,11094
939,15270,11093
940,15270,11091
941,15270,11090
942,15270,11098
943,16908,16907
944,16908,11096
945,16908,11095
946,16909,16906
947,16909,11080
948,16909,11078
949,16910,16905
950,16910,11082
951,16910,11081
952,16911,16904
953,16911,11106
954,16911,11105
955,16912,16903
956,16912,11107
957,16912,11108
958,16912,11110
959,16913,16901
960,16913,11112
961,16913,11111
962,18139,16843
963,18139,11130
964,18139,11131
965,18139,16932
966,18139,11132
967,18139,11134
968,11136,11135
969,11137,11138
970,11137,11135
971,11139,11162
972,11139,11140
973,11139,11400
974,11163,11164
975,11165,11168
976,11165,11166
977,11165,17381
978,11165,11167
979,11419,11169
980,11419,11170
981,11441,11442
982,11441,17376
983,11443,11447
984,11443,17559
985,11443,11445
986,11443,11444
987,11451,11452
988,11463,11462
989,11464,11465
990,11464,11467
991,11464,11468
992,11499,11498
993,11499,16937
994,11499,11510
995,11499,11511
996,16929,11514
997,16929,11503
998,16929,11500
999,16929,11515
1000,16929,16937
1001,16929,17855
1002,16929,11512
1003,16929,11516
1004,16929,11510
1005,16929,11511
1006,11498,16937
1007,11498,11510
1008,11498,11511
1009,11465,11467
1010,11465,11468
1011,11447,17559
1012,11447,11448
1013,11447,11445
1014,11169,11170
1015,11168,11166
1016,11168,17381
1017,11168,11167
1018,11162,11140
1019,11162,11400
1020,16843,11130
1021,16843,11131
1022,16843,16932
1023,16843,11132
1024,16843,11134
1025,16901,11112
1026,16901,11111
1027,16903,11107
1028,16903,11108
1029,16903,11110
1030,16904,11106
1031,16904,11105
1032,16905,11082
1033,16905,11081
1034,16906,11080
1035,16906,11078
1036,16907,11096
1037,16907,11095
1038,14869,14874
1039,14869,12370
1040,14869,15781
1041,14869,12371
1042,14869,12379
1043,14869,12381
1044,14870,14874
1045,14870,12371
1046,14870,12367
1047,12124,14873
1048,12124,12116
1049,12124,12084
1050,12124,12114
1051,12124,12115
1052,14871,14872
1053,14871,12125
1054,14871,12126
1055,14871,12119
1056,12111,12108
1057,12111,12109
1058,12111,12112
1059,12111,15624
1060,12098,12099
1061,12095,12094
1062,12095,12090
1063,12095,12091
1064,12095,12089
1065,11820,11823
1066,11820,11817
1067,11820,11822
1068,11820,11819
1069,11810,11816
1070,11810,17854
1071,11810,11807
1072,11810,17799
1073,11810,11799
1074,11810,11808
1075,11797,11798
1076,11797,18155
1077,11797,11801
1078,11797,18008
1079,11797,11807
1080,11797,18009
1081,11797,17799
1082,11797,11799
1083,11797,11808
1084,11793,11794
1085,11793,17769
1086,11793,16930
1087,11793,16931
1088,11793,11788
1089,11793,15381
1090,11514,11515
1091,11514,16937
1092,11514,17855
1093,11514,11516
1094,11514,11510
1095,11514,11511
1096,11503,11500
1097,11503,11502
1098,11503,11504
1099,11503,11512
1100,11503,11507
1101,11503,12938
1102,11491,11502
1103,11491,11504
1104,11491,11492
1105,11491,11507
1106,11491,12938
1107,11491,11490
1108,11548,11547
1109,11548,11549
1110,11542,11541
1111,11542,16919
1112,11542,17392
1113,11542,11531
1114,11542,11545
1115,11533,11532
1116,11533,11531
1117,11533,11543
1118,11533,11534
1119,11570,11573
1120,11570,11572
1121,11570,17704
1122,11570,11565
1123,11570,11580
1124,11570,11564
1125,11570,15241
1126,11570,11581
1127,11573,11575
1128,11573,11574
1129,11573,11572
1130,11573,17704
1131,11573,15241
1132,11575,11574
1133,11575,11577
1134,11321,11320
1135,11317,11010
1136,11317,11009
1137,11317,11008
1138,11317,11316
1139,11317,11011
1140,11010,11006
1141,11010,11011
1142,11010,11005
1143,11002,11003
1144,10995,10992
1145,10995,10990
1146,10995,10991
1147,11016,11015
1148,11016,10977
1149,11014,11013
1150,10720,10723
1151,10720,10724
1152,10722,10721
1153,10717,10716
1154,10713,14904
1155,14905,10710
1156,14905,10706
1157,14905,10709
1158,10323,16473
1159,10323,16447
1160,10323,16521
1161,14904,10710
1162,14904,10709
1163,10723,10724
1164,11015,10977
1165,10992,10990
1166,10992,10991
1167,11006,11011
1168,11006,11005
1169,11009,11008
1170,11009,11316
1171,11574,11572
1172,11574,15241
1173,11572,17704
1174,11572,11565
1175,11572,11580
1176,11572,11564
1177,11572,15241
1178,11572,11581
1179,11532,11531
1180,11532,11543
1181,11532,11534
1182,11541,16919
1183,11541,17392
1184,11541,11531
1185,11541,11545
1186,11547,11549
1187,11500,11502
1188,11500,11504
1189,11500,11512
1190,11500,11507
1191,11500,12938
1192,11515,16937
1193,11515,17855
1194,11515,11516
1195,11515,11510
1196,11794,17769
1197,11794,16930
1198,11794,16931
1199,11794,11788
1200,11794,15381
1201,11798,11801
1202,11798,18008
1203,11798,11807
1204,11798,18009
1205,11798,17799
1206,11798,11799
1207,11798,11808
1208,11816,17854
1209,11816,11817
1210,11823,11822
1211,11823,11819
1212,12094,12090
1213,12094,12091
1214,12094,12089
1215,12108,12109
1216,12108,12112
1217,12108,12105
1218,12108,15624
1219,14872,12125
1220,14872,12126
1221,14872,12119
1222,14873,12116
1223,14873,12084
1224,14873,12114
1225,14873,12115
1226,14874,12366
1227,14874,12370
1228,14874,12371
1229,14874,12379
1230,14227,16236
1231,14227,16258
1232,14241,14226
1233,14241,16234
1234,14241,16260
1235,14235,14209
1236,14235,14225
1237,14236,14208
1238,14237,14207
1239,14237,18469
1240,14237,16149
1241,14237,16150
1242,15572,15571
1243,14238,14206
1244,15183,15182
1245,14239,14205
1246,14239,16282
1247,14239,16196
1248,13263,14240
1249,14240,13239
1250,14240,14969
1251,12808,15224
1252,12809,14204
1253,12809,16228
1254,12809,16284
1255,12809,16266
1256,12809,12811
1257,12809,12812
1258,12809,15269
1259,12809,16194
1260,12809,16162
1261,12809,16290
1262,14204,16228
1263,14204,16284
1264,14204,16266
1265,14204,12811
1266,14204,12812
1267,14204,15269
1268,14204,16194
1269,14204,16162
1270,14204,16290
1271,14857,14211
1272,14864,14210
1273,14864,14211
1274,14234,14210
1275,13239,14969
1276,14205,16282
1277,14205,16196
1278,15571,18468
1279,14207,18469
1280,14207,16149
1281,14207,16150
1282,14209,14225
1283,15081,11706
1284,15081,15082
1285,15081,15086
1286,11704,11703
1287,11704,15083
1288,11704,15085
1289,11717,11718
1290,11717,15084
1291,11717,15099
1292,11717,12986
1293,11720,11721
1294,11722,11713
1295,11722,11723
1296,11714,11715
1297,11714,11726
1298,11714,11724
1299,19725,19724
1300,17054,17057
1301,17054,11740
1302,17054,11741
1303,17054,17570
1304,17054,17561
1305,17055,11737
1306,17055,11736
1307,17055,13160
1308,17055,13170
1309,11765,11766
1310,11765,11737
1311,11765,11736
1312,11756,11757
1313,11756,11767
1314,11756,11755
1315,11758,11759
1316,11761,11754
1317,11761,11763
1318,11761,11760
1319,11761,11764
1320,11761,11762
1321,11520,11519
1322,11520,11790
1323,11520,11786
1324,16937,17855
1325,16937,11510
1326,16937,11511
1327,17855,11516
1328,17855,11510
1329,17855,11511
1330,11519,11790
1331,11519,11786
1332,11754,11763
1333,11754,11760
1334,11754,11764
1335,11754,11762
1336,11757,11767
1337,11757,11755
1338,11737,11736
1339,11737,13160
1340,11737,13170
1341,17057,11740
1342,17057,11741
1343,17057,17570
1344,17057,17561
1345,11715,11726
1346,11715,11724
1347,11713,11721
1348,11713,11723
1349,11718,15084
1350,11718,15099
1351,11718,12986
1352,11703,15083
1353,11703,15085
1354,11706,15082
1355,11706,15086
1356,16875,11885
1357,16875,11884
1358,16875,16851
1359,16875,11921
1360,16875,11923
1361,15671,15666
1362,11589,11590
1363,11589,11587
1364,11589,11588
1365,11589,17327
1366,17837,15665
1367,18022,18025
1368,11265,11267
1369,11275,11277
1370,11275,11273
1371,11275,11274
1372,11275,16757
1373,11275,11272
1374,11885,11884
1375,11885,16851
1376,11885,11921
1377,11885,11890
1378,11885,16053
1379,11885,11923
1380,11889,15635
1381,11889,11890
1382,11893,12173
1383,12187,12181
1384,12187,12188
1385,12187,12186
1386,12194,12202
1387,12194,12195
1388,12147,12145
1389,12147,12154
1390,12147,12146
1391,12147,12153
1392,12143,12150
1393,12143,12142
1394,12143,12149
1395,12143,12151
1396,12109,12112
1397,12109,15624
1398,11828,12087
1399,11828,12085
1400,11828,12086
1401,11828,12088
1402,11821,11826
1403,11821,11774
1404,11821,11827
1405,11821,11824
1406,11821,11825
1407,17588,11778
1408,17588,11776
1409,17588,15441
1410,17588,15297
1411,17588,17712
1412,17588,11777
1413,17588,11773
1414,17588,11772
1415,11767,11755
1416,11471,11469
1417,11460,11458
1418,11460,11459
1419,11460,11466
1420,11460,11461
1421,17559,11448
1422,17559,11445
1423,17559,11444
1424,17038,10889
1425,17038,10887
1426,16895,11277
1427,16895,11273
1428,16895,11274
1429,16895,11231
1430,16895,11233
1431,16895,17233
1432,16895,11272
1433,11277,11273
1434,11277,11274
1435,11277,16757
1436,11277,11272
1437,18025,11288
1438,11590,11587
1439,11590,11588
1440,11590,17327
1441,11868,11869
1442,12614,12615
1443,12614,12617
1444,12620,12827
1445,12620,12979
1446,12620,12618
1447,12620,12619
1448,12820,19710
1449,12820,12819
1450,12820,12818
1451,12824,12825
1452,12824,17697
1453,12824,12823
1454,12824,12822
1455,12825,12837
1456,12825,17697
1457,12825,12823
1458,12825,12822
1459,12839,12835
1460,12839,12837
1461,12839,12840
1462,12839,12838
1463,12835,12831
1464,12835,12834
1465,12835,12840
1466,12835,12832
1467,12835,12841
1468,12835,12842
1469,17050,17045
1470,17050,12638
1471,17050,12661
1472,17050,12660
1473,17050,12633
1474,17050,19735
1475,17050,19734
1476,17050,12627
1477,17052,17043
1478,17052,18476
1479,17052,12651
1480,17052,12650
1481,12647,12646
1482,12647,18114
1483,12405,12402
1484,12405,12407
1485,12405,12408
1486,12400,12402
1487,12391,12392
1488,12391,12393
1489,12391,12394
1490,12127,12126
1491,12127,12390
1492,12125,12126
1493,12125,12119
1494,17854,11817
1495,18155,11801
1496,18155,18008
1497,18155,18009
1498,17769,16930
1499,17769,16931
1500,17769,11788
1501,17769,15381
1502,12392,12393
1503,12392,12394
1504,12407,12408
1505,12646,18114
1506,17043,18476
1507,17043,12651
1508,17043,12650
1509,17045,12638
1510,17045,12633
1511,17045,19735
1512,17045,19734
1513,17045,12627
1514,17045,12628
1515,12831,12834
1516,12831,12832
1517,12831,12841
1518,12831,12842
1519,12837,12840
1520,12837,12838
1521,17697,12823
1522,17697,12822
1523,19710,12817
1524,19710,12819
1525,19710,12818
1526,19710,12813
1527,12827,12979
1528,12827,12618
1529,12827,12619
1530,12827,16073
1531,12615,12616
1532,12615,12612
1533,12615,12617
1534,12615,12613
1535,16228,16284
1536,16228,16266
1537,16228,12811
1538,16228,12812
1539,16228,15269
1540,16228,16194
1541,16228,16162
1542,16228,16290
1543,16195,16283
1544,16198,16192
1545,16199,16191
1546,16200,16190
1547,16226,16201
1548,16226,16189
1549,16227,16218
1550,16227,16985
1551,16158,16157
1552,16230,16154
1553,16230,16153
1554,16231,16263
1555,16231,16686
1556,16232,16262
1557,16233,16261
1558,16234,16260
1559,16235,16259
1560,16236,16258
1561,16237,16257
1562,16238,16256
1563,16239,16255
1564,17332,16241
1565,17332,16253
1566,17332,17333
1567,16242,16252
1568,16243,16244
1569,16243,16251
1570,16244,16250
1571,16245,16249
1572,16240,16254
1573,16241,16253
1574,16241,17333
1575,16264,16248
1576,16253,17333
1577,16263,16686
1578,16154,16153
1579,16218,16985
1580,16192,16288
1581,16193,16197
1582,16274,16272
1583,16274,16273
1584,16275,16271
1585,16276,16269
1586,16276,16270
1587,16277,16269
1588,18468,18467
1589,18469,18467
1590,16149,16151
1591,16149,16150
1592,16159,16278
1593,16159,16160
1594,16278,16268
1595,16278,16160
1596,16279,16267
1597,16279,16268
1598,16280,16267
1599,16281,16265
1600,16282,16196
1601,16284,16266
1602,16284,12811
1603,16284,12812
1604,16284,15269
1605,16284,16194
1606,16284,16162
1607,16284,16290
1608,16285,16197
1609,16266,12811
1610,16266,12812
1611,16266,15269
1612,16266,16194
1613,16266,16162
1614,16266,16290
1615,16269,16270
1616,16272,16273
1617,11502,11504
1618,11502,11507
1619,11502,12938
1620,11502,11490
1621,14187,14188
1622,11484,11486
1623,11477,11482
1624,11477,11481
1625,11477,11480
1626,11225,11200
1627,11225,11234
1628,11194,11195
1629,11194,11196
1630,11194,11192
1631,11176,11175
1632,11171,11172
1633,10855,10854
1634,10855,10853
1635,10855,15090
1636,10848,10846
1637,10824,10825
1638,10824,10832
1639,10824,10826
1640,10820,10564
1641,10560,10561
1642,10556,10547
1643,10556,10551
1644,10556,10552
1645,10548,10547
1646,10548,10551
1647,10548,10552
1648,10540,10539
1649,10341,10342
1650,10336,10335
1651,10336,10334
1652,10336,10331
1653,10205,10204
1654,10205,16314
1655,10205,16316
1656,10200,10199
1657,12984,10197
1658,12984,10196
1659,12984,13155
1660,11181,11178
1661,11181,11177
1662,10204,16314
1663,10204,16316
1664,10335,10334
1665,10547,10551
1666,10547,10552
1667,10825,10832
1668,10825,10826
1669,10854,10853
1670,10854,15090
1671,11234,11235
1672,11482,11481
1673,11482,11480
1674,11504,11512
1675,11504,11507
1676,11504,12938
1677,11504,11490
1678,11008,11316
1679,11001,10999
1680,11001,11000
1681,11001,10996
1682,10988,10987
1683,10988,10989
1684,10988,10983
1685,10988,10986
1686,10988,10980
1687,10988,14978
1688,10988,13778
1689,10678,10675
1690,10678,10676
1691,10678,10677
1692,10697,10698
1693,10697,10673
1694,10466,10464
1695,10466,10465
1696,10462,10456
1697,10462,16449
1698,10453,10450
1699,10453,10455
1700,10453,10454
1701,10448,10449
1702,10448,15131
1703,10448,15132
1704,10314,10308
1705,10314,10305
1706,10314,10309
1707,10314,10306
1708,10308,10305
1709,10308,10303
1710,10308,10304
1711,10308,10309
1712,10308,10301
1713,10308,10302
1714,10308,10306
1715,10305,10309
