stop_id,nil
10490,QUARTO OGGIARO - VIALBA - MUSOCCO
10486,QUARTO OGGIARO - VIALBA - MUSOCCO
10487,QUARTO OGGIARO - VIALBA - MUSOCCO
10475,QUARTO OGGIARO - VIALBA - MUSOCCO
15583,QUARTO OGGIARO - VIALBA - MUSOCCO
14979,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10468,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10478,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10459,MAGGIORE - MUSOCCO - CERTOSA
10455,MAGGIORE - MUSOCCO - CERTOSA
15131,MAGGIORE - MUSOCCO - CERTOSA
10309,MAGGIORE - MUSOCCO - CERTOSA
10301,MAGGIORE - MUSOCCO - CERTOSA
10312,MAGGIORE - MUSOCCO - CERTOSA
10451,MAGGIORE - MUSOCCO - CERTOSA
10443,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10442,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10438,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10291,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10285,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10284,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10113,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10286,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10290,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10437,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10441,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
10446,MAGGIORE - MUSOCCO - CERTOSA
10452,MAGGIORE - MUSOCCO - CERTOSA
10313,MAGGIORE - MUSOCCO - CERTOSA
10302,MAGGIORE - MUSOCCO - CERTOSA
10306,MAGGIORE - MUSOCCO - CERTOSA
15132,MAGGIORE - MUSOCCO - CERTOSA
10454,MAGGIORE - MUSOCCO - CERTOSA
10460,MAGGIORE - MUSOCCO - CERTOSA
10479,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10482,VILLAPIZZONE - CAGNOLA - BOLDINASCO
14980,VILLAPIZZONE - CAGNOLA - BOLDINASCO
15778,QUARTO OGGIARO - VIALBA - MUSOCCO
10476,QUARTO OGGIARO - VIALBA - MUSOCCO
10477,QUARTO OGGIARO - VIALBA - MUSOCCO
10488,QUARTO OGGIARO - VIALBA - MUSOCCO
10489,QUARTO OGGIARO - VIALBA - MUSOCCO
10491,QUARTO OGGIARO - VIALBA - MUSOCCO
10495,QUARTO OGGIARO - VIALBA - MUSOCCO
10737,QUARTO OGGIARO - VIALBA - MUSOCCO
10740,QUARTO OGGIARO - VIALBA - MUSOCCO
10746,QUARTO OGGIARO - VIALBA - MUSOCCO
11375,AFFORI
16058,BRUZZANO
11382,BRUZZANO
11394,BRUZZANO
11696,PARCO NORD
15777,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
19634,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11372,AFFORI
17586,COMASINA
14858,COMASINA
11038,BOVISASCA
13127,BOVISASCA
13128,BOVISASCA
11035,BOVISASCA
11040,BOVISASCA
11028,BOVISASCA
11032,BOVISASCA
11043,BOVISASCA
16846,BOVISASCA
13137,COMASINA
11049,COMASINA
11054,COMASINA
11052,COMASINA
11053,COMASINA
19635,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12305,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12303,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12008,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12002,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12001,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11998,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11994,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15414,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11965,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11971,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11983,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11981,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11976,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11969,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11954,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11951,MACIACHINI - MAGGIOLINA
11955,MACIACHINI - MAGGIOLINA
11960,MACIACHINI - MAGGIOLINA
11927,MACIACHINI - MAGGIOLINA
11941,MACIACHINI - MAGGIOLINA
11937,STAZIONE CENTRALE - PONTE SEVESO
11921,STAZIONE CENTRALE - PONTE SEVESO
11939,STAZIONE CENTRALE - PONTE SEVESO
11942,MACIACHINI - MAGGIOLINA
11962,MACIACHINI - MAGGIOLINA
11959,MACIACHINI - MAGGIOLINA
11957,MACIACHINI - MAGGIOLINA
11952,MACIACHINI - MAGGIOLINA
11953,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11975,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11980,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11982,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11967,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11997,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11999,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12000,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12003,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12006,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12009,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
12304,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17530,STADIO - IPPODROMI
10267,STADIO - IPPODROMI
10084,PARCO BOSCO IN CITTA'
10073,QUINTO ROMANO
10072,QUINTO ROMANO
15534,QUINTO ROMANO
15101,QUINTO ROMANO
15102,QUINTO ROMANO
15103,PARCO BOSCO IN CITTA'
17301,PARCO BOSCO IN CITTA'
15109,MONCUCCO - SAN CRISTOFORO
10033,PARCO BOSCO IN CITTA'
17300,PARCO BOSCO IN CITTA'
15120,PARCO BOSCO IN CITTA'
10178,QUINTO ROMANO
10182,QUINTO ROMANO
15535,QUINTO ROMANO
10071,QUINTO ROMANO
10074,QUINTO ROMANO
10076,PARCO BOSCO IN CITTA'
10249,STADIO - IPPODROMI
10252,STADIO - IPPODROMI
10258,STADIO - IPPODROMI
16996,STADIO - IPPODROMI
16997,STADIO - IPPODROMI
10032,PARCO BOSCO IN CITTA'
15100,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
12269,GRECO - SEGNANO
12276,GRECO - SEGNANO
15845,GRECO - SEGNANO
12267,GRECO - SEGNANO
12266,GRECO - SEGNANO
12234,MACIACHINI - MAGGIOLINA
11933,MACIACHINI - MAGGIOLINA
11919,MACIACHINI - MAGGIOLINA
11908,ISOLA
11607,PORTA GARIBALDI - PORTA NUOVA
11605,PORTA GARIBALDI - PORTA NUOVA
12988,BRERA
12989,BRERA
11562,BRERA
19661,BRERA
11593,BRERA
11565,SARPI
11310,SARPI
11303,SARPI
11298,SARPI
11295,SARPI
11288,SARPI
11285,SARPI
10962,SARPI
10954,SARPI
10956,SARPI
10986,GHISOLFA
10993,SARPI
10958,SARPI
10963,SARPI
11286,SARPI
11293,SARPI
11299,SARPI
11304,SARPI
11307,SARPI
11580,BRERA
11592,BRERA
11551,BRERA
11556,BRERA
11561,BRERA
11563,BRERA
11861,PORTA GARIBALDI - PORTA NUOVA
11606,PORTA GARIBALDI - PORTA NUOVA
11875,PORTA GARIBALDI - PORTA NUOVA
11911,ISOLA
11932,MACIACHINI - MAGGIOLINA
11940,MACIACHINI - MAGGIOLINA
12265,GRECO - SEGNANO
12268,GRECO - SEGNANO
16353,FORZE ARMATE
10164,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
10152,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
10141,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
16355,PARCO BOSCO IN CITTA'
13806,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
10151,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
10166,BAGGIO - Q.RE DEGLI OLMI - Q.RE VALSESIA
15930,PADOVA - TURRO - CRESCENZAGO
12543,GORLA - PRECOTTO
12547,GORLA - PRECOTTO
12551,GORLA - PRECOTTO
12572,GORLA - PRECOTTO
12784,GORLA - PRECOTTO
12762,GORLA - PRECOTTO
12768,PADOVA - TURRO - CRESCENZAGO
12776,PADOVA - TURRO - CRESCENZAGO
12779,PADOVA - TURRO - CRESCENZAGO
12875,PADOVA - TURRO - CRESCENZAGO
12882,PADOVA - TURRO - CRESCENZAGO
12884,PADOVA - TURRO - CRESCENZAGO
12898,ADRIANO
12899,CIMIANO - ROTTOLE - Q.RE FELTRE
12885,PADOVA - TURRO - CRESCENZAGO
12883,PADOVA - TURRO - CRESCENZAGO
12874,PADOVA - TURRO - CRESCENZAGO
12778,PADOVA - TURRO - CRESCENZAGO
12777,PADOVA - TURRO - CRESCENZAGO
12769,PADOVA - TURRO - CRESCENZAGO
12788,GORLA - PRECOTTO
12553,GORLA - PRECOTTO
12550,GORLA - PRECOTTO
12548,GORLA - PRECOTTO
12568,GORLA - PRECOTTO
12557,GORLA - PRECOTTO
15835,PADOVA - TURRO - CRESCENZAGO
17961,CITTA' STUDI
12627,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12626,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12623,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12622,ORTOMERCATO
12609,LODI - CORVETTO
12610,TALIEDO - MORSENCHIO - Q.RE FORLANINI
15309,MONLUE' - PONTE LAMBRO
15967,MONLUE' - PONTE LAMBRO
15310,MONLUE' - PONTE LAMBRO
12812,TRIULZO SUPERIORE
15311,MONLUE' - PONTE LAMBRO
15959,MONLUE' - PONTE LAMBRO
12611,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12608,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12621,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12987,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12625,TALIEDO - MORSENCHIO - Q.RE FORLANINI
12628,TALIEDO - MORSENCHIO - Q.RE FORLANINI
16735,CANTALUPA
17431,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17432,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17433,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17718,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17719,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17720,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
15602,MONCUCCO - SAN CRISTOFORO
19381,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
18534,STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA
17602,PORTA TICINESE - CONCHETTA
10812,MONCUCCO - SAN CRISTOFORO
10810,MONCUCCO - SAN CRISTOFORO
10535,MONCUCCO - SAN CRISTOFORO
10533,MONCUCCO - SAN CRISTOFORO
10796,MONCUCCO - SAN CRISTOFORO
10798,MONCUCCO - SAN CRISTOFORO
10760,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10505,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10501,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10521,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10511,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10514,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10515,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10517,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
17463,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
16313,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
16314,GIAMBELLINO
17465,FORZE ARMATE
16316,GIAMBELLINO
18126,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10516,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10513,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
17583,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10512,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10500,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10509,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10764,RONCHETTO SUL NAVIGLIO - Q.RE LODOVICO IL MORO
10799,MONCUCCO - SAN CRISTOFORO
10797,MONCUCCO - SAN CRISTOFORO
10532,MONCUCCO - SAN CRISTOFORO
10534,MONCUCCO - SAN CRISTOFORO
10809,MONCUCCO - SAN CRISTOFORO
10813,MONCUCCO - SAN CRISTOFORO
11149,PORTA TICINESE - CONCHETTA
11156,PORTA TICINESE - CONCHETTA
11189,PORTA TICINESE - CONCHETTA
11188,PORTA TICINESE - CONCHETTA
17601,PORTA TICINESE - CONCHETTA
10654,DE ANGELI - MONTE ROSA
10662,QT 8
10679,VILLAPIZZONE - CAGNOLA - BOLDINASCO
17775,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10684,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10687,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10691,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10696,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10018,SARPI
10940,PORTELLO
10938,PORTELLO
10936,PORTELLO
10669,DE ANGELI - MONTE ROSA
17532,DE ANGELI - MONTE ROSA
10333,GIAMBELLINO
10334,GIAMBELLINO
10332,LORENTEGGIO
10348,LORENTEGGIO
10346,LORENTEGGIO
10345,LORENTEGGIO
10216,LORENTEGGIO
10239,FORZE ARMATE
10238,FORZE ARMATE
10232,FORZE ARMATE
10231,FORZE ARMATE
15051,FORZE ARMATE
15052,FORZE ARMATE
17534,FORZE ARMATE
10255,QUARTO CAGNINO
10247,QUARTO CAGNINO
10085,QUARTO CAGNINO
15228,QUARTO CAGNINO
15229,QUARTO CAGNINO
10078,QUARTO CAGNINO
10081,QUARTO CAGNINO
10083,QUARTO CAGNINO
10242,QUARTO CAGNINO
10243,QUARTO CAGNINO
10254,STADIO - IPPODROMI
17531,STADIO - IPPODROMI
16998,STADIO - IPPODROMI
10398,STADIO - IPPODROMI
10400,STADIO - IPPODROMI
10406,STADIO - IPPODROMI
10410,SAN SIRO
10419,SAN SIRO
10606,SAN SIRO
10617,SAN SIRO
10620,SAN SIRO
10651,DE ANGELI - MONTE ROSA
10616,SAN SIRO
10427,SAN SIRO
10421,SAN SIRO
10411,SAN SIRO
10405,STADIO - IPPODROMI
10401,STADIO - IPPODROMI
10399,STADIO - IPPODROMI
10390,STADIO - IPPODROMI
10244,QUARTO CAGNINO
10089,QUARTO CAGNINO
10082,QUARTO CAGNINO
10080,QUARTO CAGNINO
10077,QUARTO CAGNINO
10087,QUARTO CAGNINO
10086,QUARTO CAGNINO
10246,QUARTO CAGNINO
10250,FORZE ARMATE
17535,FORZE ARMATE
14184,FORZE ARMATE
10224,FORZE ARMATE
10228,FORZE ARMATE
10230,FORZE ARMATE
10234,FORZE ARMATE
10233,FORZE ARMATE
10237,FORZE ARMATE
10217,LORENTEGGIO
10344,LORENTEGGIO
10343,LORENTEGGIO
10347,LORENTEGGIO
10328,LORENTEGGIO
10331,GIAMBELLINO
17142,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11664,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11963,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11966,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11972,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11909,MACIACHINI - MAGGIOLINA
11925,MACIACHINI - MAGGIOLINA
11936,STAZIONE CENTRALE - PONTE SEVESO
12413,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12423,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12438,CITTA' STUDI
12443,CITTA' STUDI
12460,CITTA' STUDI
12677,CITTA' STUDI
12678,CITTA' STUDI
12676,CITTA' STUDI
12461,CITTA' STUDI
12450,CITTA' STUDI
12437,CITTA' STUDI
12422,CITTA' STUDI
12412,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12168,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
11890,STAZIONE CENTRALE - PONTE SEVESO
11938,STAZIONE CENTRALE - PONTE SEVESO
15612,MACIACHINI - MAGGIOLINA
11910,MACIACHINI - MAGGIOLINA
11974,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11968,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11964,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11672,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15412,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
10197,LORENTEGGIO
10201,LORENTEGGIO
10326,LORENTEGGIO
10351,LORENTEGGIO
18142,LORENTEGGIO
17659,LORENTEGGIO
17660,BANDE NERE
10541,BANDE NERE
10549,BANDE NERE
10559,BANDE NERE
10562,BANDE NERE
10821,BANDE NERE
17801,PORTA MAGENTA
10598,PORTA MAGENTA
10863,PORTA MAGENTA
10877,PORTA MAGENTA
10889,PORTA MAGENTA
11205,MAGENTA - S.VITTORE
17753,MAGENTA - S.VITTORE
18026,MAGENTA - S.VITTORE
17233,MAGENTA - S.VITTORE
17755,MAGENTA - S.VITTORE
19617,MAGENTA - S.VITTORE
11209,MAGENTA - S.VITTORE
10895,PORTA MAGENTA
10887,PORTA MAGENTA
10878,PORTA MAGENTA
10865,PORTA MAGENTA
10599,PORTA MAGENTA
10594,BANDE NERE
10597,PORTA MAGENTA
10829,BANDE NERE
10822,BANDE NERE
10558,BANDE NERE
18074,BANDE NERE
10542,BANDE NERE
10369,BANDE NERE
17661,LORENTEGGIO
10356,LORENTEGGIO
17798,LORENTEGGIO
10350,LORENTEGGIO
10324,LORENTEGGIO
10195,LORENTEGGIO
12949,PADOVA - TURRO - CRESCENZAGO
12950,PADOVA - TURRO - CRESCENZAGO
12789,ADRIANO
12791,ADRIANO
12787,ADRIANO
12573,GORLA - PRECOTTO
12570,GORLA - PRECOTTO
12567,GORLA - PRECOTTO
12951,BICOCCA
12952,BICOCCA
12953,BICOCCA
17359,ISOLA
18465,ISOLA
12945,BICOCCA
12946,BICOCCA
15928,BICOCCA
12947,BICOCCA
12566,GORLA - PRECOTTO
12569,GORLA - PRECOTTO
12571,GORLA - PRECOTTO
12786,GORLA - PRECOTTO
12785,GORLA - PRECOTTO
12765,PADOVA - TURRO - CRESCENZAGO
17439,BRUZZANO
11388,BRUZZANO
17690,BRUZZANO
11386,BRUZZANO
11380,BRUZZANO
11678,BRUZZANO
16796,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
15424,BICOCCA
15425,BICOCCA
15426,BICOCCA
15427,BICOCCA
12285,BICOCCA
12004,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17334,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
17335,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11689,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11693,NIGUARDA - CA GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI
11677,BRUZZANO
11387,BRUZZANO
17437,BRUZZANO
17438,BRUZZANO
17440,BRUZZANO
16665,Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO
13130,MAGGIORE - MUSOCCO - CERTOSA
13131,MAGGIORE - MUSOCCO - CERTOSA
13132,MAGGIORE - MUSOCCO - CERTOSA
13133,MAGGIORE - MUSOCCO - CERTOSA
17723,MAGGIORE - MUSOCCO - CERTOSA
17724,MAGGIORE - MUSOCCO - CERTOSA
13135,MAGGIORE - MUSOCCO - CERTOSA
13136,MAGGIORE - MUSOCCO - CERTOSA
16092,LAMBRATE - ORTICA
12732,CIMIANO - ROTTOLE - Q.RE FELTRE
12734,CIMIANO - ROTTOLE - Q.RE FELTRE
12758,PADOVA - TURRO - CRESCENZAGO
12773,PADOVA - TURRO - CRESCENZAGO
12790,ADRIANO
16850,ADRIANO
12793,ADRIANO
15306,ADRIANO
15821,ADRIANO
12982,ADRIANO
12983,ADRIANO
12886,ADRIANO
12891,ADRIANO
12904,ADRIANO
12901,ADRIANO
12805,ADRIANO
13889,ADRIANO
17995,ADRIANO
12806,ADRIANO
12902,ADRIANO
12903,ADRIANO
12890,ADRIANO
12887,ADRIANO
12880,ADRIANO
12801,ADRIANO
15636,ADRIANO
12794,ADRIANO
12792,ADRIANO
12759,PADOVA - TURRO - CRESCENZAGO
12755,PADOVA - TURRO - CRESCENZAGO
12733,CIMIANO - ROTTOLE - Q.RE FELTRE
12710,CITTA' STUDI
12724,LAMBRATE - ORTICA
12690,LAMBRATE - ORTICA
12685,LAMBRATE - ORTICA
12681,LAMBRATE - ORTICA
12667,CITTA' STUDI
12666,CORSICA
12456,CITTA' STUDI
19811,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
18494,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12150,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12138,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
17795,GUASTALLA
11847,GUASTALLA
11811,DUOMO
11801,DUOMO
11813,DUOMO
19903,GUASTALLA
11853,GUASTALLA
12128,GUASTALLA
12137,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12142,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
18504,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
19812,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12457,CORSICA
12680,LAMBRATE - ORTICA
12683,LAMBRATE - ORTICA
15582,LAMBRATE - ORTICA
12695,LAMBRATE - ORTICA
15274,LAMBRATE - ORTICA
14862,LAMBRATE - ORTICA
12725,LAMBRATE - ORTICA
12721,LAMBRATE - ORTICA
15488,CASCINA MERLATA
16651,TIBALDI
12728,CIMIANO - ROTTOLE - Q.RE FELTRE
12742,CIMIANO - ROTTOLE - Q.RE FELTRE
12749,CIMIANO - ROTTOLE - Q.RE FELTRE
12745,CIMIANO - ROTTOLE - Q.RE FELTRE
12539,CIMIANO - ROTTOLE - Q.RE FELTRE
12531,LORETO - CASORETTO - NOLO
12525,LORETO - CASORETTO - NOLO
12472,LORETO - CASORETTO - NOLO
12468,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12212,LORETO - CASORETTO - NOLO
12228,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12469,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12470,LORETO - CASORETTO - NOLO
12511,LORETO - CASORETTO - NOLO
12515,LORETO - CASORETTO - NOLO
12530,LORETO - CASORETTO - NOLO
12537,LORETO - CASORETTO - NOLO
12730,CIMIANO - ROTTOLE - Q.RE FELTRE
12744,CIMIANO - ROTTOLE - Q.RE FELTRE
12743,CIMIANO - ROTTOLE - Q.RE FELTRE
12727,CIMIANO - ROTTOLE - Q.RE FELTRE
12872,CIMIANO - ROTTOLE - Q.RE FELTRE
12750,CIMIANO - ROTTOLE - Q.RE FELTRE
12752,CIMIANO - ROTTOLE - Q.RE FELTRE
12754,CIMIANO - ROTTOLE - Q.RE FELTRE
12753,CIMIANO - ROTTOLE - Q.RE FELTRE
12751,CIMIANO - ROTTOLE - Q.RE FELTRE
18105,CIMIANO - ROTTOLE - Q.RE FELTRE
18106,CIMIANO - ROTTOLE - Q.RE FELTRE
15490,PADOVA - TURRO - CRESCENZAGO
15258,PADOVA - TURRO - CRESCENZAGO
12795,ADRIANO
12775,PADOVA - TURRO - CRESCENZAGO
12767,PADOVA - TURRO - CRESCENZAGO
12761,PADOVA - TURRO - CRESCENZAGO
12757,PADOVA - TURRO - CRESCENZAGO
12549,PADOVA - TURRO - CRESCENZAGO
12748,PADOVA - TURRO - CRESCENZAGO
12527,LORETO - CASORETTO - NOLO
12524,LORETO - CASORETTO - NOLO
12200,BUENOS AIRES - PORTA VENEZIA - PORTA MONFORTE
12256,LORETO - CASORETTO - NOLO
12512,LORETO - CASORETTO - NOLO
12516,LORETO - CASORETTO - NOLO
12526,LORETO - CASORETTO - NOLO
12535,PADOVA - TURRO - CRESCENZAGO
12552,PADOVA - TURRO - CRESCENZAGO
12756,PADOVA - TURRO - CRESCENZAGO
12760,PADOVA - TURRO - CRESCENZAGO
12770,PADOVA - TURRO - CRESCENZAGO
12774,PADOVA - TURRO - CRESCENZAGO
12796,PADOVA - TURRO - CRESCENZAGO
12798,ADRIANO
12879,ADRIANO
13983,ADRIANO
12804,ADRIANO
12800,ADRIANO
16450,QT 8
10445,QT 8
16471,MAGGIORE - MUSOCCO - CERTOSA
16473,ROSERIO
16447,ROSERIO
16467,QUARTO OGGIARO - VIALBA - MUSOCCO
16449,MAGGIORE - MUSOCCO - CERTOSA
10444,QT 8
16521,ROSERIO
17394,BRERA
11531,PARCO SEMPIONE
11543,PARCO SEMPIONE
10980,GHISOLFA
10970,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10695,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10718,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10711,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10710,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10704,VILLAPIZZONE - CAGNOLA - BOLDINASCO
10729,QUARTO OGGIARO - VIALBA - MUSOCCO
10485,QUARTO OGGIARO - VIALBA - MUSOCCO
10493,QUARTO OGGIARO - VIALBA - MUSOCCO
16715,QUARTO OGGIARO - VIALBA - MUSOCCO
16716,QUARTO OGGIARO - VIALBA - MUSOCCO
10744,QUARTO OGGIARO - VIALBA - MUSOCCO
10730,QUARTO OGGIARO - VIALBA - MUSOCCO
10732,QUARTO OGGIARO - VIALBA - MUSOCCO
10734,QUARTO OGGIARO - VIALBA - MUSOCCO
16713,QUARTO OGGIARO - VIALBA - MUSOCCO
